dataset	rmse	rmse_dropout	rmse_biozero	rmse_non_zero	n_total	n_dropout	n_biozero	n_non_zero
dataset_2_types_equal	0.9006367325782776	1.1827905178070068	0.7759819030761719	0.6258569359779358	92300	36914	7279	48107
dataset_3_types_unequal	0.8885343074798584	1.195676565170288	0.7804195284843445	0.6337029933929443	92600	33394	7662	51544
dataset_4_types_rare	0.9647923707962036	1.1706851720809937	0.781715452671051	0.6064227223396301	93200	50349	8182	34669
dataset_multibatch_dropout	0.9370660781860352	1.1766022443771362	0.6296799182891846	0.6027756333351135	291600	145828	36313	109459
AVG	0.9227573722600937		0.741949200630188					
