config_id	p_bio_temp	p_bio_bias	thr_drop	proxy_drop_weight	proxy_impute_alpha	bio_soft_gamma	post_log_quantile	avg_mse	avg_bz_mse	score
59	2.5	1.0	0.999	0.3	0.5	8.0	0.01	1.4268578886985779	0.0222628319170326	0.7356917762663215
60	2.5	1.0	0.999	0.3	0.5	8.0	0.02	1.4268578886985779	0.0222628319170326	0.7356917762663215
49	2.5	1.0	0.999	0.3	0.3	6.0	0.0	1.4373785257339478	0.020273501053452492	0.7389627639204264
52	2.5	1.0	0.999	0.3	0.3	8.0	0.0	1.4374873042106628	0.020243323175236583	0.738986975280568
50	2.5	1.0	0.999	0.3	0.3	6.0	0.01	1.4470959901809692	0.020268084947019815	0.7438160800375044
51	2.5	1.0	0.999	0.3	0.3	6.0	0.02	1.4471165239810944	0.020262342877686024	0.7438206048682332
53	2.5	1.0	0.999	0.3	0.3	8.0	0.01	1.447204977273941	0.02023218455724418	0.7438346731942147
54	2.5	1.0	0.999	0.3	0.3	8.0	0.02	1.4472286105155945	0.02023218455724418	0.7438464898150414
43	2.5	1.0	0.999	0.0	0.5	6.0	0.0	1.4952112138271332	0.017796111991629004	0.7654017189051956
46	2.5	1.0	0.999	0.0	0.5	8.0	0.0	1.495281606912613	0.017769325524568558	0.765410128980875
44	2.5	1.0	0.999	0.0	0.5	6.0	0.01	1.5044005513191223	0.017796111991629004	0.7699963876511902
45	2.5	1.0	0.999	0.0	0.5	6.0	0.02	1.5044005513191223	0.017796111991629004	0.7699963876511902
47	2.5	1.0	0.999	0.0	0.5	8.0	0.01	1.5044710040092468	0.017769325524568558	0.770004827529192
48	2.5	1.0	0.999	0.0	0.5	8.0	0.02	1.5044710040092468	0.017769325524568558	0.770004827529192
37	2.5	1.0	0.999	0.0	0.3	6.0	0.0	1.5122463703155518	0.016317421104758978	0.7724406062625349
40	2.5	1.0	0.999	0.0	0.3	8.0	0.0	1.5123485922813416	0.016293290071189404	0.7724675862118602
38	2.5	1.0	0.999	0.0	0.3	6.0	0.01	1.5218056738376617	0.016306294593960047	0.7772091315127909
39	2.5	1.0	0.999	0.0	0.3	6.0	0.02	1.5218234360218048	0.016306294593960047	0.7772180126048625
41	2.5	1.0	0.999	0.0	0.3	8.0	0.01	1.52190762758255	0.016282192198559642	0.7772360059898347
42	2.5	1.0	0.999	0.0	0.3	8.0	0.02	1.5219344198703766	0.016282192198559642	0.7772494021337479
