config_id	zero_iso_weight	dropout_iso_weight	constrained_zero_scale	renorm_imputed	p_bio_temp	p_bio_bias	thr_drop	p_bio_nz_scale	post_log_quantile	cell_scale_alpha	sf_dropout_alpha	proxy_calib_shrink	proxy_bio_weight	proxy_drop_weight	proxy_impute_alpha	proxy_impute_gamma	proxy_mean_mode	proxy_calib_min_points	proxy_pu_weight	bio_soft_gamma	proxy_calib_mode	impute_mode	impute_blend_alpha	avg_mse	avg_bz_mse	score
28	0.0	0.0	False	False	3.0	2.0	0.995	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	10.0	labeled	ae	0.0	0.7860472657183826	0.1123922489667398	0.5054158818259311
29	0.0	0.0	False	False	3.0	2.0	0.995	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	10.0	labeled	ae	0.5	0.7860472657183826	0.1123922489667398	0.5054158818259311
30	0.0	0.0	False	False	3.0	2.0	0.995	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	10.0	labeled	ae	1.0	0.7860472657183826	0.1123922489667398	0.5054158818259311
25	0.0	0.0	False	False	3.0	2.0	0.995	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	8.0	labeled	ae	0.0	0.7855544752175845	0.11308258388884676	0.505859821497639
26	0.0	0.0	False	False	3.0	2.0	0.995	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	8.0	labeled	ae	0.5	0.7855544752175845	0.11308258388884676	0.505859821497639
27	0.0	0.0	False	False	3.0	2.0	0.995	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	8.0	labeled	ae	1.0	0.7855544752175845	0.11308258388884676	0.505859821497639
4	0.0	0.0	False	False	3.0	1.0	0.995	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	10.0	labeled	ae	0.0	0.6686742395886648	0.17389726274922496	0.5082343825435574
5	0.0	0.0	False	False	3.0	1.0	0.995	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	10.0	labeled	ae	0.5	0.6686742395886648	0.17389726274922496	0.5082343825435574
6	0.0	0.0	False	False	3.0	1.0	0.995	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	10.0	labeled	ae	1.0	0.6686742395886648	0.17389726274922496	0.5082343825435574
1	0.0	0.0	False	False	3.0	1.0	0.995	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	8.0	labeled	ae	0.0	0.6682625846541699	0.1749295199987134	0.5090608123257984
2	0.0	0.0	False	False	3.0	1.0	0.995	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	8.0	labeled	ae	0.5	0.6682625846541699	0.1749295199987134	0.5090608123257984
3	0.0	0.0	False	False	3.0	1.0	0.995	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	8.0	labeled	ae	1.0	0.6682625846541699	0.1749295199987134	0.5090608123257984
16	0.0	0.0	False	False	3.0	1.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	10.0	labeled	ae	0.0	0.8659498247508388	0.0890703629124331	0.5220452752878525
17	0.0	0.0	False	False	3.0	1.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	10.0	labeled	ae	0.5	0.8659498247508388	0.0890703629124331	0.5220452752878525
18	0.0	0.0	False	False	3.0	1.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	10.0	labeled	ae	1.0	0.8659498247508388	0.0890703629124331	0.5220452752878525
13	0.0	0.0	False	False	3.0	1.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	8.0	labeled	ae	0.0	0.8658459808263468	0.08918977291723444	0.5221127633304078
14	0.0	0.0	False	False	3.0	1.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	8.0	labeled	ae	0.5	0.8658459808263468	0.08918977291723444	0.5221127633304078
15	0.0	0.0	False	False	3.0	1.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	8.0	labeled	ae	1.0	0.8658459808263468	0.08918977291723444	0.5221127633304078
40	0.0	0.0	False	False	3.0	2.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	10.0	labeled	ae	0.0	1.0423869482053438	0.05366251715707059	0.5748559912597425
41	0.0	0.0	False	False	3.0	2.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	10.0	labeled	ae	0.5	1.0423869482053438	0.05366251715707059	0.5748559912597425
42	0.0	0.0	False	False	3.0	2.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	10.0	labeled	ae	1.0	1.0423869482053438	0.05366251715707059	0.5748559912597425
37	0.0	0.0	False	False	3.0	2.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	8.0	labeled	ae	0.0	1.0422831650415874	0.053737995198808244	0.574879577719602
38	0.0	0.0	False	False	3.0	2.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	8.0	labeled	ae	0.5	1.0422831650415874	0.053737995198808244	0.574879577719602
39	0.0	0.0	False	False	3.0	2.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	2.0	knn	20	0.0	8.0	labeled	ae	1.0	1.0422831650415874	0.053737995198808244	0.574879577719602
22	0.0	0.0	False	False	3.0	1.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	knn	20	0.0	10.0	labeled	ae	0.0	0.8393539098870918	0.16053854826496064	0.5802155032085066
23	0.0	0.0	False	False	3.0	1.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	knn	20	0.0	10.0	labeled	ae	0.5	0.8393539098870918	0.16053854826496064	0.5802155032085066
24	0.0	0.0	False	False	3.0	1.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	knn	20	0.0	10.0	labeled	ae	1.0	0.8393539098870918	0.16053854826496064	0.5802155032085066
19	0.0	0.0	False	False	3.0	1.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	knn	20	0.0	8.0	labeled	ae	0.0	0.8394506336467369	0.16078135208663297	0.5805066689100014
20	0.0	0.0	False	False	3.0	1.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	knn	20	0.0	8.0	labeled	ae	0.5	0.8394506336467369	0.16078135208663297	0.5805066689100014
21	0.0	0.0	False	False	3.0	1.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	knn	20	0.0	8.0	labeled	ae	1.0	0.8394506336467369	0.16078135208663297	0.5805066689100014
34	0.0	0.0	False	False	3.0	2.0	0.995	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	knn	20	0.0	10.0	labeled	ae	0.0	0.7530282394449926	0.21292708151268744	0.5894412012351837
35	0.0	0.0	False	False	3.0	2.0	0.995	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	knn	20	0.0	10.0	labeled	ae	0.5	0.7530282394449926	0.21292708151268744	0.5894412012351837
36	0.0	0.0	False	False	3.0	2.0	0.995	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	knn	20	0.0	10.0	labeled	ae	1.0	0.7530282394449926	0.21292708151268744	0.5894412012351837
31	0.0	0.0	False	False	3.0	2.0	0.995	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	knn	20	0.0	8.0	labeled	ae	0.0	0.7534504423362187	0.21441044138164844	0.5911356625497578
32	0.0	0.0	False	False	3.0	2.0	0.995	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	knn	20	0.0	8.0	labeled	ae	0.5	0.7534504423362187	0.21441044138164844	0.5911356625497578
33	0.0	0.0	False	False	3.0	2.0	0.995	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	knn	20	0.0	8.0	labeled	ae	1.0	0.7534504423362187	0.21441044138164844	0.5911356625497578
46	0.0	0.0	False	False	3.0	2.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	knn	20	0.0	10.0	labeled	ae	0.0	1.0232205156156262	0.08660840320275333	0.5982186610105664
47	0.0	0.0	False	False	3.0	2.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	knn	20	0.0	10.0	labeled	ae	0.5	1.0232205156156262	0.08660840320275333	0.5982186610105664
48	0.0	0.0	False	False	3.0	2.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	knn	20	0.0	10.0	labeled	ae	1.0	1.0232205156156262	0.08660840320275333	0.5982186610105664
43	0.0	0.0	False	False	3.0	2.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	knn	20	0.0	8.0	labeled	ae	0.0	1.0232974861459736	0.08674428917826618	0.598393032251253
44	0.0	0.0	False	False	3.0	2.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	knn	20	0.0	8.0	labeled	ae	0.5	1.0232974861459736	0.08674428917826618	0.598393032251253
45	0.0	0.0	False	False	3.0	2.0	0.999	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	knn	20	0.0	8.0	labeled	ae	1.0	1.0232974861459736	0.08674428917826618	0.598393032251253
10	0.0	0.0	False	False	3.0	1.0	0.995	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	knn	20	0.0	10.0	labeled	ae	0.0	0.6368830760245506	0.36896939991829925	0.6874109379305746
11	0.0	0.0	False	False	3.0	1.0	0.995	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	knn	20	0.0	10.0	labeled	ae	0.5	0.6368830760245506	0.36896939991829925	0.6874109379305746
12	0.0	0.0	False	False	3.0	1.0	0.995	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	knn	20	0.0	10.0	labeled	ae	1.0	0.6368830760245506	0.36896939991829925	0.6874109379305746
7	0.0	0.0	False	False	3.0	1.0	0.995	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	knn	20	0.0	8.0	labeled	ae	0.0	0.637452480509281	0.37151725000892744	0.6902434902635679
8	0.0	0.0	False	False	3.0	1.0	0.995	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	knn	20	0.0	8.0	labeled	ae	0.5	0.637452480509281	0.37151725000892744	0.6902434902635679
9	0.0	0.0	False	False	3.0	1.0	0.995	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	knn	20	0.0	8.0	labeled	ae	1.0	0.637452480509281	0.37151725000892744	0.6902434902635679
