dataset	mse	mse_dropout	mse_biozero	mse_non_zero	n_total	n_dropout	n_biozero	n_non_zero
dataset_2_types_equal	0.8592867443467777	1.6574261011060276	0.09640276158707989	2.0553123558756267e-14	1066000	544846	134412	386742
dataset_3_types_unequal	0.6262612718638652	1.6319898409763582	0.14644583808232628	1.892849314781029e-14	1070000	398112	139197	532691
dataset_4_types_rare	0.9090039513384062	1.5357151140549534	0.10459572469631011	2.1436909153752937e-14	1060000	618530	130582	310888
dataset_multibatch_dropout	0.7496370953244816	1.6218748515316894	0.10212467150124291	1.9615210275429047e-14	1072000	486580	141387	444033
AVG	0.7860472657183826		0.1123922489667398					
