transform	mse	mse_dropout	mse_biozero	mae	gnrmse	ari_grid_mean	nmi_grid_mean	ari_matched_mean	nmi_matched_mean
raw	0.19159180147467123	0.24374751808783873	0.024671059773185768	0.3259466006080752	1.1006255032171082	0.8361720888205959	0.9023358757806351	0.9982005329951052	0.9954020612606146
