dataset	config	transform	seed	cluster_seeds	runtime_sec	ari_grid_mean	nmi_grid_mean	ari_grid_max	nmi_grid_max	n_clusters_grid_mean	ari_matched_mean	nmi_matched_mean	n_clusters_matched_mean
Baron	default	raw	42	42,43,44,45,46	231.83580505196005	0.4528080497646945	0.7501751848641387	0.8208783894099589	0.8741611917746251	25.253333333333334	0.6591588385126366	0.8323369488068646	14.0
Baron	default	all_obs0.1	42	42,43,44,45,46	231.83580505196005	0.47307035835014477	0.7653759017374535	0.7449743839043416	0.8660392418045144	25.68888888888889	0.6771561562745547	0.8494802577910935	14.0
Baron	default	all_obs0.15	42	42,43,44,45,46	231.83580505196005	0.47530485940411077	0.7665642562656939	0.8264818346285375	0.8820816568780578	25.79111111111111	0.6767515323297008	0.8470559071517195	14.0
Baron	default	all_obs0.25	42	42,43,44,45,46	231.83580505196005	0.4768415604714684	0.7666754405275977	0.8263938170734358	0.8801120739395266	25.64	0.6829316050190146	0.8477348338225544	14.0
