seed	n_pcs	n_neighbors	resolution	n_clusters	ari	nmi	batch_ari	batch_nmi	batch_silhouette	cluster_runtime_sec	dataset	transform	cluster_seed
42	20	10	0.2	7	0.5295000123478826	0.6915350390930185				0.22387774079106748	batch_effects_moderate_drop	raw	42
42	20	10	0.5	12	0.3778847560722466	0.5736619575249771				0.18059829506091774	batch_effects_moderate_drop	raw	42
42	20	10	1.0	17	0.26658469125601053	0.5242987283674927				0.181218015961349	batch_effects_moderate_drop	raw	42
42	20	15	0.2	6	0.5458081625636053	0.7050220632241883				0.23793621617369354	batch_effects_moderate_drop	raw	42
42	20	15	0.5	9	0.4271207437288629	0.6011813813442961				0.23740185797214508	batch_effects_moderate_drop	raw	42
42	20	15	1.0	15	0.2860830296100748	0.5597148968063981				0.22111255582422018	batch_effects_moderate_drop	raw	42
42	20	30	0.2	6	0.544422848849161	0.7037863634860766				0.3302882299758494	batch_effects_moderate_drop	raw	42
42	20	30	0.5	7	0.5010890757948726	0.6615815400486177				0.3378151359502226	batch_effects_moderate_drop	raw	42
42	20	30	1.0	14	0.30753019595961933	0.5638371586294939				0.33108674990944564	batch_effects_moderate_drop	raw	42
42	50	10	0.2	6	0.5474561324675525	0.7057144973751714				0.18212069105356932	batch_effects_moderate_drop	raw	42
42	50	10	0.5	12	0.38274511512950427	0.5924891218874934				0.18049231986515224	batch_effects_moderate_drop	raw	42
42	50	10	1.0	17	0.2878284237068091	0.5502575585768879				0.18003463395871222	batch_effects_moderate_drop	raw	42
42	50	15	0.2	6	0.5481717880847837	0.708969486707449				0.24053823994472623	batch_effects_moderate_drop	raw	42
42	50	15	0.5	8	0.45052404023485815	0.6244078606715969				0.23925450211390853	batch_effects_moderate_drop	raw	42
42	50	15	1.0	16	0.30249095389254665	0.5613899130816755				0.23267790186218917	batch_effects_moderate_drop	raw	42
42	50	30	0.2	6	0.5211274056458239	0.6758931726078616				0.40457062190398574	batch_effects_moderate_drop	raw	42
42	50	30	0.5	8	0.48573222329828203	0.6575345505696527				0.3308825858402997	batch_effects_moderate_drop	raw	42
42	50	30	1.0	13	0.30190124855513767	0.5601598911130363				0.331299431854859	batch_effects_moderate_drop	raw	42
42	20	10	0.2	6	0.5488634405098559	0.710625804181547				0.18227689107879996	batch_effects_moderate_drop	all_obs0.05	42
42	20	10	0.5	11	0.37887180023953226	0.582933320733604				0.1786900961305946	batch_effects_moderate_drop	all_obs0.05	42
42	20	10	1.0	19	0.2382082464351766	0.5327360388305995				0.17880178289487958	batch_effects_moderate_drop	all_obs0.05	42
42	20	15	0.2	7	0.5460450351259766	0.7072420961485928				0.24148949491791427	batch_effects_moderate_drop	all_obs0.05	42
42	20	15	0.5	10	0.38579670267953287	0.5902511841281094				0.23582462198100984	batch_effects_moderate_drop	all_obs0.05	42
42	20	15	1.0	15	0.2886253160355554	0.5564473341853475				0.23601352982223034	batch_effects_moderate_drop	all_obs0.05	42
42	20	30	0.2	6	0.5468031846501344	0.7075557139632929				0.3421719300094992	batch_effects_moderate_drop	all_obs0.05	42
42	20	30	0.5	8	0.4741881213555603	0.6492373129279448				0.3317150520160794	batch_effects_moderate_drop	all_obs0.05	42
42	20	30	1.0	13	0.30492216156820784	0.5667221735385259				0.32977284793742	batch_effects_moderate_drop	all_obs0.05	42
42	50	10	0.2	7	0.5284951551632439	0.686766397950537				0.2540869249496609	batch_effects_moderate_drop	all_obs0.05	42
42	50	10	0.5	12	0.39940831537986293	0.6069083230266628				0.19716395484283566	batch_effects_moderate_drop	all_obs0.05	42
42	50	10	1.0	16	0.26681057308716805	0.5371750831486907				0.1920468220487237	batch_effects_moderate_drop	all_obs0.05	42
42	50	15	0.2	6	0.5464845905540063	0.7045029962990511				0.30422322591766715	batch_effects_moderate_drop	all_obs0.05	42
42	50	15	0.5	10	0.4475579028105007	0.6312097485972553				0.24379029194824398	batch_effects_moderate_drop	all_obs0.05	42
42	50	15	1.0	15	0.2900219697943148	0.5581495634875305				0.23723159288056195	batch_effects_moderate_drop	all_obs0.05	42
42	50	30	0.2	6	0.5421380090892643	0.7007613292616873				0.3837441559880972	batch_effects_moderate_drop	all_obs0.05	42
42	50	30	0.5	8	0.5009616821496653	0.6730311828979022				0.35486852610483766	batch_effects_moderate_drop	all_obs0.05	42
42	50	30	1.0	13	0.311732554651463	0.5681011243690428				0.3300340969581157	batch_effects_moderate_drop	all_obs0.05	42
42	20	10	0.2	6	0.5454836003540906	0.7027071804879382				0.19905296596698463	batch_effects_moderate_drop	all_obs0.1	42
42	20	10	0.5	13	0.34501144025307984	0.5718590798339219				0.20383286383002996	batch_effects_moderate_drop	all_obs0.1	42
42	20	10	1.0	17	0.2719488239948072	0.5479632226364795				0.21354268002323806	batch_effects_moderate_drop	all_obs0.1	42
42	20	15	0.2	6	0.5508797052603984	0.7145276037906494				0.2354004979133606	batch_effects_moderate_drop	all_obs0.1	42
42	20	15	0.5	9	0.4357425291221658	0.6244246890659952				0.26087446813471615	batch_effects_moderate_drop	all_obs0.1	42
42	20	15	1.0	15	0.2946147276319094	0.5416557463159821				0.26438000914640725	batch_effects_moderate_drop	all_obs0.1	42
