dataset	mse	mse_std	mse_dropout	mse_dropout_std	mse_biozero	mse_biozero_std	mse_non_zero	mse_non_zero_std	mse_marker	mse_marker_std	mae	mae_std	mae_dropout	mae_dropout_std	mae_biozero	mae_biozero_std	mae_non_zero	mae_non_zero_std	mae_marker	mae_marker_std	gnrmse	gnrmse_std	gnrmse_marker	gnrmse_marker_std	corr_err	corr_err_std	n_corr_genes	n_corr_genes_std	runtime_sec	runtime_sec_std	n_repeats	n_total	n_dropout	n_biozero	n_non_zero	n_marker	n_marker_genes	error
groups_balanced_moderate_drop_n10000	0.3165885440503407	0.0	0.38317630272425	0.0	0.009135832158784869	0.0	0.328914593126234	0.0	0.317927302128659	0.0	0.42792770013655684	0.0	0.5024587428181394	0.0	0.040306176981870875	0.0	0.4532705536024491	0.0	0.42965333917748416	0.0	1.3365190093084318	0.0	1.2642885005796134	0.0	0.1587618259301162	0.0	994.0	0.0	208.7056663550029	0.0	1	9940000	4485532	1144271	4310197	3010000	301	
