dataset	n_repeats	mse	mse_std	mse_dropout	mse_dropout_std	mse_biozero	mse_biozero_std	mse_non_zero	mse_non_zero_std	mse_marker	mse_marker_std	mae	mae_std	mae_dropout	mae_dropout_std	mae_biozero	mae_biozero_std	mae_non_zero	mae_non_zero_std	mae_marker	mae_marker_std	gnrmse	gnrmse_std	gnrmse_marker	gnrmse_marker_std	corr_err	corr_err_std	runtime_sec	runtime_sec_std	n_total	n_dropout	n_biozero	n_non_zero	n_marker	n_marker_genes
batch_effects_moderate_drop	1	0.25040113386793317	nan	0.3383453418671972	nan	0.01274788698058763	nan	0.21495506467073872	nan	0.24358961632275425	nan	0.3679059474856759	nan	0.45854387657538853	nan	0.035818692868791614	nan	0.35602982911500963	nan	0.3627342270590832	nan	1.1739192829425864	nan	1.110933882274095	nan	0.2660528855675034	nan	24.852081813965924	nan	965000	459783	111407	393810	288000	288
batch_effects_moderate_drop_group	1	0.2462541770407835	nan	0.32982768465238405	nan	0.012914382816254637	nan	0.2190300213622281	nan	0.24398897688395788	nan	0.36653515821830696	nan	0.4527638624717693	nan	0.03880497209294682	nan	0.3615545963657817	nan	0.366034610058023	nan	1.1756178507960104	nan	1.0955770241312737	nan	0.2629049994672068	nan	22.084672788972966	nan	968000	442900	110226	414874	254000	254
groups_balanced_moderate_drop	1	0.23091660586370552	nan	0.30360453730201614	nan	0.00902795553121094	nan	0.20869099560107066	nan	0.23627737967918658	nan	0.35798076172142324	nan	0.4379565954410089	nan	0.029374376616182876	nan	0.3545750520125242	nan	0.3579729554982427	nan	1.1933315422967798	nan	1.1437548365497703	nan	0.1672623585241552	nan	22.134652215987444	nan	967000	445339	104058	417603	252000	252
groups_balanced_moderate_drop_group	1	0.2395426984134297	nan	0.31189958757240194	nan	0.011889929720783213	nan	0.21558046572399908	nan	0.24390865170032935	nan	0.36597873848714557	nan	0.44571412061063326	nan	0.033841727543968254	nan	0.3608340454200631	nan	0.36881046122541955	nan	1.1962588733330854	nan	1.1436113408224284	nan	0.2040379167819405	nan	22.122118819970638	nan	974000	465360	105473	403167	268000	268
groups_balanced_nodrop	1	0.1515449162297803	nan	nan	nan	0.02709357017020215	nan	0.16960916129174847	nan	0.15153115580713797	nan	0.29042396344736693	nan	nan	nan	0.07176954707421287	nan	0.32216188421967723	nan	0.29305166048237186	nan	0.987889958695098	nan	0.9221732606045774	nan	0.2246341717965602	nan	22.16864805202931	nan	995000	0	126119	868881	264000	264
groups_imbalanced_moderate_drop	1	0.24157134447578138	nan	0.3170988147131655	nan	0.012769001583320266	nan	0.21549958524627585	nan	0.24531798210684866	nan	0.3658289831532052	nan	0.4491348300149384	nan	0.037431628131017844	nan	0.35980925655827944	nan	0.37066760380161445	nan	1.208465899232182	nan	1.15891310462789	nan	0.17892590659528698	nan	22.361625083023682	nan	963000	472453	112927	377620	251000	251
groups_imbalanced_moderate_drop_group	1	0.22658875747720963	nan	0.3087065557127656	nan	0.010823981484151948	nan	0.2026209735756341	nan	0.22570566337394707	nan	0.35287660244700164	nan	0.44372453589039657	nan	0.03169495633361876	nan	0.3468244431720131	nan	0.35248572568639536	nan	1.1756856782919445	nan	1.1108160389555675	nan	0.19284623037312215	nan	22.33357800799422	nan	972000	418522	110025	443453	278000	278
groups_rare_high_drop	1	0.3545322006767096	nan	0.4369440877599021	nan	0.005673864414279357	nan	0.2953282269011922	nan	0.36333959691746726	nan	0.45292940424657374	nan	0.5296304692624692	nan	0.02497108197126756	nan	0.4378143286677182	nan	0.4591488815076218	nan	1.4287224241893097	nan	1.3674229673728524	nan	0.18810101659489956	nan	22.341623981948942	nan	955000	601218	98746	255036	329000	329
groups_rare_high_drop_group	1	0.33334977190746673	nan	0.42208928083986513	nan	0.005249511577869997	nan	0.2669035885285921	nan	0.340634958318649	nan	0.43547973202875645	nan	0.5201553168308162	nan	0.020330561320518244	nan	0.4079095882188624	nan	0.440135332308636	nan	1.3874824300269044	nan	1.3243423299248358	nan	0.20927850719864077	nan	22.120991734904237	nan	946000	569844	97738	278418	334000	334
paths_branching_moderate_drop	1	0.23276923306555927	nan	0.306811039271733	nan	0.011949406714296536	nan	0.21462294235308782	nan	0.23656067155429367	nan	0.3570038839400944	nan	0.44217201879753	nan	0.03452121319640472	nan	0.3594149203436478	nan	0.36025298462126326	nan	1.168947196966746	nan	1.1423018796529874	nan	0.1929932557520943	nan	22.100365613005124	nan	966000	467969	126370	371661	582000	582
