dataset	mse	mse_std	mse_dropout	mse_dropout_std	mse_biozero	mse_biozero_std	mse_non_zero	mse_non_zero_std	mse_marker	mse_marker_std	mae	mae_std	mae_dropout	mae_dropout_std	mae_biozero	mae_biozero_std	mae_non_zero	mae_non_zero_std	mae_marker	mae_marker_std	gnrmse	gnrmse_std	gnrmse_marker	gnrmse_marker_std	corr_err	corr_err_std	n_corr_genes	n_corr_genes_std	runtime_sec	runtime_sec_std	n_repeats	n_total	n_dropout	n_biozero	n_non_zero	n_marker	n_marker_genes	error
groups_balanced_moderate_drop_n80000	0.6078676436560685	0.0	0.6815534489701859	0.0	0.004776807519818637	0.0	0.7121484571420726	0.0	0.618674526039809	0.0	0.6267300884634902	0.0	0.7042967431107847	0.0	0.03492946038483053	0.0	0.7228036355038688	0.0	0.6356710463974578	0.0	1.7952591287930926	0.0	1.7141609042905865	0.0	0.21877863410457982	0.0	997.0	0.0	31.021787683013827	0.0	1	79760000	37826831	10122155	31811014	22160000	277	
