dataset	mse	mse_dropout	mse_biozero	mse_non_zero	n_total	n_dropout	n_biozero	n_non_zero
dataset_2_types_equal	1.0566290360504504	2.052608765622363	0.059599417577971735	2.0553123558756267e-14	1066000	544846	134412	386742
dataset_3_types_unequal	0.6234369823538035	1.6388515476234407	0.10511076956469156	1.892849314781029e-14	1070000	398112	139197	532691
dataset_4_types_rare	1.2951936834511295	2.2093914138385773	0.04847860544803455	2.1436909153752937e-14	1060000	618530	130582	310888
dataset_multibatch_dropout	0.8725100807195826	1.9019979337808173	0.06971399005788112	1.9615210275429047e-14	1072000	486580	141387	444033
AVG	0.9619424456437415		0.07072569566214473					
