dataset	rmse	rmse_dropout	rmse_biozero	rmse_non_zero	n_total	n_dropout	n_biozero	n_non_zero
dataset_2_types_equal	0.6204938292503357	0.9626559615135193	0.17774882912635803	0.15109336376190186	92300	36914	7279	48107
dataset_3_types_unequal	0.5821851491928101	0.9481626152992249	0.1780807077884674	0.1474866420030594	92600	33394	7662	51544
dataset_4_types_rare	0.927081823348999	1.2499604225158691	0.21274347603321075	0.17551258206367493	93200	50349	8182	34669
dataset_multibatch_dropout	0.6848173141479492	0.9566020369529724	0.1387246996164322	0.15438269078731537	291600	145828	36313	109459
AVG	0.7036445289850235		0.1768244281411171					
