transform	mse	mse_dropout	mse_biozero	mae	gnrmse	ari_grid_mean	nmi_grid_mean	ari_matched_mean	nmi_matched_mean
raw	0.22945439132682025	0.30673623194837535	0.010669014455234	0.353710302128815	1.1744965878662124	0.7319849735807968	0.8269597097674046	0.9909944873574468	0.9804895147498514
