dataset	rmse	rmse_dropout	rmse_biozero	rmse_non_zero	n_total	n_dropout	n_biozero	n_non_zero
dataset_2_types_equal	0.9448638558387756	1.1668829917907715	0.4576171338558197	0.7977490425109863	92300	36914	7279	48107
dataset_3_types_unequal	0.96561598777771	1.2468523979187012	0.4562409818172455	0.7980920672416687	92600	33394	7662	51544
dataset_4_types_rare	0.9797399640083313	1.1527931690216064	0.46283385157585144	0.7745459675788879	93200	50349	8182	34669
dataset_multibatch_dropout	0.9477704167366028	1.1473749876022339	0.37053182721138	0.7704347372055054	291600	145828	36313	109459
AVG	0.9594975560903549		0.43680594861507416					
