config_id	proxy_mix	proxy_drop_gamma	proxy_drop_scale	avg_rmse	avg_bz_rmse	score
3	0.0	0.7	1.2	2.2968583271775307	0.11761421679451883	1.2660433803832842
2	0.0	0.7	1.0	2.3492948935244637	0.10187047254146553	1.2765179193036973
1	0.0	0.7	0.8	2.4101364723405028	0.0838129437624196	1.288881179932671
6	0.0	1.0	1.2	2.3731581291755126	0.10812225400255238	1.2947013185903087
5	0.0	1.0	1.0	2.4228061040286293	0.09258006833443458	1.3039831203487493
4	0.0	1.0	0.8	2.4791016295239343	0.07590492389201603	1.3154557386539831
9	0.0	1.3	1.2	2.444868750416396	0.09892710235410468	1.3213614775623028
12	0.5	0.7	1.2	2.1516581302867452	0.2517353632245681	1.3275644283679406
8	0.0	1.3	1.0	2.4903942303206668	0.08427566413955771	1.329472779299891
11	0.5	0.7	1.0	2.2122518387824623	0.22433465974623212	1.3304605791374633
10	0.5	0.7	0.8	2.2848482333464784	0.188183344807429	1.3306074614806682
7	0.0	1.3	0.8	2.541162535303839	0.06889150087347676	1.3394727685253962
15	0.5	1.0	1.2	2.2350571525408416	0.23946217564932007	1.3569907519197408
13	0.5	1.0	0.8	2.362849218723179	0.1757956075465851	1.3572202169081746
14	0.5	1.0	1.0	2.294128822163624	0.2102073528981384	1.3572717639799503
19	1.0	0.7	0.8	2.190257826419738	0.271618944796678	1.3667478580065469
20	1.0	0.7	1.0	2.113298123182118	0.3167133450459715	1.3733624066370305
21	1.0	0.7	1.2	2.0506619192844218	0.35025505677691104	1.3755860164191218
16	0.5	1.3	0.8	2.434492171105755	0.16444923143844378	1.3816953169913213
17	0.5	1.3	1.0	2.370981325498465	0.19715526078304663	1.3826459235322792
18	0.5	1.3	1.2	2.315367167717503	0.22620589809787	1.3838894819566216
22	1.0	1.0	0.8	2.2731816364825423	0.25614301829198544	1.3927338365332567
23	1.0	1.0	1.0	2.1989363809181928	0.29942001829339354	1.3988882087524899
24	1.0	1.0	1.2	2.136586034806717	0.33562836259597073	1.4039213799993293
25	1.0	1.3	0.8	2.350629443419364	0.24176111034273273	1.4170758320524146
26	1.0	1.3	1.0	2.2807351563994054	0.28326257791980064	1.4236301561195033
27	1.0	1.3	1.2	2.2209017456407034	0.3193660213267205	1.4298168941470721
