dataset	config	transform	seed	cluster_seeds	runtime_sec	ari_grid_mean	nmi_grid_mean	ari_grid_max	nmi_grid_max	n_clusters_grid_mean	ari_matched_mean	nmi_matched_mean	n_clusters_matched_mean
Baron	default	raw	42	42	229.02775391703472	0.4499999295405398	0.7492753475768029	0.6833609458451445	0.8487778383243314	25.2	0.6737935998828745	0.8360690280922172	14.0
Baron	default	all_obs0.1	42	42	229.02775391703472	0.4738878427950541	0.7655349541906582	0.7449743839043416	0.8660392418045144	25.6	0.672335223830965	0.8446591315437896	14.0
Baron	default	all_obs0.25	42	42	229.02775391703472	0.4791388314974895	0.767457029454252	0.8263938170734358	0.8801120739395266	25.533333333333335	0.6831187163084298	0.8474742147230296	14.0
Baron	default	row_center	42	42	229.02775391703472	0.4666426016559291	0.7615430403398101	0.6934289600515192	0.8574272165236043	26.155555555555555	0.6727378705389774	0.8445366277758496	14.0
