dataset	rmse	rmse_dropout	rmse_biozero	rmse_non_zero	n_total	n_dropout	n_biozero	n_non_zero
dataset_2_types_equal	0.8648360373206203	1.3396398960209976	0.6188668652780365	0.00014375429020595102	92300	36914	7279	48107
dataset_3_types_unequal	0.840346905277955	1.3628834111379589	0.6626882940223247	0.00018884844271962372	92600	33394	7662	51544
dataset_4_types_rare	1.0442072145876138	1.403750273587436	0.5426011552026256	0.00011554924234697985	93200	50349	8182	34669
dataset_multibatch_dropout	0.9709630600183472	1.35622272391078	0.42903695853715934	4.766621689773492e-05	291600	145828	36313	109459
AVG	0.9300883043011341		0.5632983182600365					
