config_id	proxy_mix	proxy_drop_gamma	proxy_drop_scale	avg_rmse	avg_bz_rmse	score
7	0.0	1.3	0.8	350131.3125	3093.6257823319174	178159.28203233192
4	0.0	1.0	0.8	350127.2109375	3153.3392963754013	178216.9447651254
1	0.0	0.7	0.8	350123.0390625	3214.4164282572456	178275.93595950725
8	0.0	1.3	1.0	350079.171875	3845.505066137761	178885.09100363776
5	0.0	1.0	1.0	350074.3046875	3917.457687926013	178954.610031676
2	0.0	0.7	1.0	350069.3125	3991.0859470544383	179025.74219705444
9	0.0	1.3	1.2	350057.2734375	4169.628469034098	179198.2651877841
6	0.0	1.0	1.2	350057.2734375	4169.6289558354765	179198.26567458548
3	0.0	0.7	1.2	350057.2734375	4169.629315548576	179198.26603429858
16	0.5	1.3	0.8	349396.078125	12463.922009484842	187161.96107198484
13	0.5	1.0	0.8	349396.078125	12463.922866290435	187161.96192879044
10	0.5	0.7	0.8	349396.078125	12463.92376886122	187161.96283136122
17	0.5	1.3	1.0	349396.078125	12463.925079306588	187161.9641418066
14	0.5	1.0	1.0	349396.078125	12463.92608643882	187161.96514893882
11	0.5	0.7	1.0	349396.078125	12463.927157305181	187161.96621980518
18	0.5	1.3	1.2	349396.078125	12463.927822127938	187161.96688462794
15	0.5	1.0	1.2	349396.078125	12463.928910907358	187161.96797340736
25	1.0	1.3	0.8	349396.078125	12463.929194584489	187161.9682570845
12	0.5	0.7	1.2	349396.078125	12463.929715443403	187161.9687779434
22	1.0	1.0	0.8	349396.078125	12463.930331369862	187161.96939386986
19	1.0	0.7	0.8	349396.078125	12463.931535206735	187161.97059770674
26	1.0	1.3	1.0	349396.078125	12463.932849921286	187161.9719124213
23	1.0	1.0	1.0	349396.078125	12463.934166029096	187161.9732285291
20	1.0	0.7	1.0	349396.078125	12463.935570264235	187161.97463276424
27	1.0	1.3	1.2	349396.078125	12463.936172140762	187161.97523464076
24	1.0	1.0	1.2	349396.078125	12463.937658872455	187161.97672137246
21	1.0	0.7	1.2	349396.078125	12463.938917197287	187161.9779796973
