transform	mse	mse_dropout	mse_biozero	mae	gnrmse	ari_grid_mean	nmi_grid_mean	ari_matched_mean	nmi_matched_mean
raw	0.22402328243786615	0.30415941606555486	0.013421660924265968	0.34855684570729745	1.159877282679043	0.5591984302339114	0.6717829335080604	0.717900712599872	0.7642270454394507
