transform	mse	mse_dropout	mse_biozero	mae	gnrmse	ari_grid_mean	nmi_grid_mean	ari_matched_mean	nmi_matched_mean
raw	0.22697845921004586	0.30642899365970516	0.010655608898576386	0.35328018170959913	1.1732906475947573	0.7580769641470629	0.8418549672813078	0.9928120803072583	0.9845758225278488
