transform	mse	mse_dropout	mse_biozero	mae	gnrmse	ari_grid_mean	nmi_grid_mean	ari_matched_mean	nmi_matched_mean
raw	0.17073373532429256	0.19043285442500443	0.0945876132055944	0.3148577377643301	1.0409038805944753	0.6228525490325604	0.7382763370281141	0.7658551480976448	0.8164631673132938
