dataset	rmse	rmse_dropout	rmse_biozero	rmse_non_zero	n_total	n_dropout	n_biozero	n_non_zero
dataset_2_types_equal	0.18084128736317942	0.2766320583344692	0.05432732510779956	0.0598293026313799	92300	36914	7279	48107
dataset_3_types_unequal	0.17877474350177897	0.2869339399027421	0.05464646018404903	0.060279151489493185	92600	33394	7662	51544
dataset_4_types_rare	0.24262813630182872	0.32567688521100857	0.05406920311722126	0.059400708289689574	93200	50349	8182	34669
dataset_multibatch_dropout	0.20733308661656263	0.28810978750862304	0.04144149217991831	0.057972163771978016	291600	145828	36313	109459
AVG	0.20239431344583741		0.05112112014724704					
