config_id	proxy_mix	proxy_drop_gamma	proxy_drop_scale	proxy_blend	thr_drop	post_p_bio_temp	post_p_bio_bias	p_bio_mix	gene_scale_q	gene_scale_mult	norm_mode	avg_rmse	avg_bz_rmse	score
2	1.0	0.7	1.2	0.0	0.95	2.0	0.0	0.6	99.0	2.0	obs	0.2037002842130074	0.04792571699885945	0.14977585910536315
1	1.0	0.7	1.2	0.0	0.95	2.0	0.0	0.5	99.0	2.0	obs	0.20239431344583741	0.05112112014724704	0.15231827687016575
