dataset	rmse	rmse_dropout	rmse_biozero	rmse_non_zero	n_total	n_dropout	n_biozero	n_non_zero
dataset_2_types_equal	0.6899023652076721	0.7579125165939331	1.7524464130401611	0.08802233636379242	92300	36914	7279	48107
dataset_3_types_unequal	0.6628668904304504	0.7767935991287231	1.6343015432357788	0.03757397085428238	92600	33394	7662	51544
dataset_4_types_rare	0.6891123056411743	0.745252788066864	1.3605215549468994	0.18208622932434082	93200	50349	8182	34669
dataset_multibatch_dropout	0.6497044563293457	0.714832603931427	1.1323422193527222	0.1355942189693451	291600	145828	36313	109459
AVG	0.6728965044021606		1.4699029326438904					
