seed	n_pcs	n_neighbors	resolution	n_clusters	ari	nmi	batch_ari	batch_nmi	batch_silhouette	cluster_runtime_sec	dataset	transform	cluster_seed
42	20	10	0.2	7	0.5295000123478826	0.6915350390930185				0.19111935794353485	batch_effects_moderate_drop	raw	42
42	20	10	0.5	12	0.3778847560722466	0.5736619575249771				0.17634657095186412	batch_effects_moderate_drop	raw	42
42	20	10	1.0	17	0.26658469125601053	0.5242987283674927				0.1767214380670339	batch_effects_moderate_drop	raw	42
42	20	15	0.2	6	0.5458081625636053	0.7050220632241883				0.22647785302251577	batch_effects_moderate_drop	raw	42
42	20	15	0.5	9	0.4271207437288629	0.6011813813442961				0.2214748770929873	batch_effects_moderate_drop	raw	42
42	20	15	1.0	15	0.2860830296100748	0.5597148968063981				0.24892345210537314	batch_effects_moderate_drop	raw	42
42	20	30	0.2	6	0.544422848849161	0.7037863634860766				0.36766683706082404	batch_effects_moderate_drop	raw	42
42	20	30	0.5	7	0.5010890757948726	0.6615815400486177				0.37625887687318027	batch_effects_moderate_drop	raw	42
42	20	30	1.0	14	0.30753019595961933	0.5638371586294939				0.34917476307600737	batch_effects_moderate_drop	raw	42
42	50	10	0.2	6	0.5474561324675525	0.7057144973751714				0.18092941492795944	batch_effects_moderate_drop	raw	42
42	50	10	0.5	12	0.38274511512950427	0.5924891218874934				0.17936892108991742	batch_effects_moderate_drop	raw	42
42	50	10	1.0	17	0.2878284237068091	0.5502575585768879				0.1782779700588435	batch_effects_moderate_drop	raw	42
42	50	15	0.2	6	0.5481717880847837	0.708969486707449				0.2854406419210136	batch_effects_moderate_drop	raw	42
42	50	15	0.5	8	0.45052404023485815	0.6244078606715969				0.265771223930642	batch_effects_moderate_drop	raw	42
42	50	15	1.0	16	0.30249095389254665	0.5613899130816755				0.26481022080406547	batch_effects_moderate_drop	raw	42
42	50	30	0.2	6	0.5211274056458239	0.6758931726078616				0.32381023303605616	batch_effects_moderate_drop	raw	42
42	50	30	0.5	8	0.48573222329828203	0.6575345505696527				0.3301375908777118	batch_effects_moderate_drop	raw	42
42	50	30	1.0	13	0.30190124855513767	0.5601598911130363				0.3379035568796098	batch_effects_moderate_drop	raw	42
42	20	10	0.2	7	0.52165748555745	0.6726475384169734				0.19500264106318355	batch_effects_moderate_drop_group	raw	42
42	20	10	0.5	12	0.4412571500689522	0.6132976109094512				0.1926178049761802	batch_effects_moderate_drop_group	raw	42
42	20	10	1.0	16	0.29299212597102675	0.5422114214975596				0.23384222202003002	batch_effects_moderate_drop_group	raw	42
42	20	15	0.2	6	0.5261492939484524	0.6733193508684421				0.24236636306159198	batch_effects_moderate_drop_group	raw	42
42	20	15	0.5	9	0.47337181749333834	0.6367382758997286				0.2404723851941526	batch_effects_moderate_drop_group	raw	42
42	20	15	1.0	15	0.3162560163760728	0.5542256578366965				0.23900868510827422	batch_effects_moderate_drop_group	raw	42
42	20	30	0.2	6	0.5277892658420824	0.6729414839719968				0.4111374509520829	batch_effects_moderate_drop_group	raw	42
42	20	30	0.5	7	0.5131593640228399	0.6751146715011316				0.3460561700630933	batch_effects_moderate_drop_group	raw	42
42	20	30	1.0	12	0.3728469306112851	0.5806601315840924				0.40226181014440954	batch_effects_moderate_drop_group	raw	42
42	50	10	0.2	7	0.5302746499468052	0.6793376155645243				0.18688737996853888	batch_effects_moderate_drop_group	raw	42
42	50	10	0.5	10	0.4501581046442733	0.6147880742275589				0.21973044401966035	batch_effects_moderate_drop_group	raw	42
42	50	10	1.0	15	0.30914902250439813	0.5548612743736623				0.19373708800412714	batch_effects_moderate_drop_group	raw	42
42	50	15	0.2	6	0.531770643815891	0.6807681044599115				0.25267630396410823	batch_effects_moderate_drop_group	raw	42
42	50	15	0.5	7	0.5150656569020908	0.6717521038365081				0.24827460199594498	batch_effects_moderate_drop_group	raw	42
42	50	15	1.0	14	0.31521611890192264	0.5573072743546272				0.24103272310458124	batch_effects_moderate_drop_group	raw	42
42	50	30	0.2	6	0.5258475903180403	0.6689620480151288				0.33858249289914966	batch_effects_moderate_drop_group	raw	42
42	50	30	0.5	7	0.5137471858886294	0.6705606963320861				0.3452474311925471	batch_effects_moderate_drop_group	raw	42
42	50	30	1.0	12	0.35651359584556563	0.5803212391657239				0.35522044193930924	batch_effects_moderate_drop_group	raw	42
42	20	10	0.2	3	0.9928121338231558	0.9846885591711968				0.23463975195772946	groups_balanced_moderate_drop	raw	42
42	20	10	0.5	6	0.6591885214260786	0.7777715090254627				0.20648439903743565	groups_balanced_moderate_drop	raw	42
42	20	10	1.0	9	0.41544420612874805	0.6636877729781119				0.20573092997074127	groups_balanced_moderate_drop	raw	42
42	20	15	0.2	3	0.993409392883238	0.9858729437835646				0.40825377590954304	groups_balanced_moderate_drop	raw	42
42	20	15	0.5	6	0.6508704570894718	0.7755719864993835				0.2920196019113064	groups_balanced_moderate_drop	raw	42
42	20	15	1.0	10	0.400384501541547	0.6511160783049494				0.2687496261205524	groups_balanced_moderate_drop	raw	42
42	20	30	0.2	3	0.9934021797289163	0.9853487377822522				0.4399637149181217	groups_balanced_moderate_drop	raw	42
42	20	30	0.5	4	0.9017079215566336	0.9111411059202728				0.4627697670366615	groups_balanced_moderate_drop	raw	42
42	20	30	1.0	7	0.5255077641521784	0.7189866867372119				0.5544178450945765	groups_balanced_moderate_drop	raw	42
42	50	10	0.2	3	0.9934093422314305	0.9856984472051393				0.20929141202941537	groups_balanced_moderate_drop	raw	42
42	50	10	0.5	6	0.6502701974453137	0.775423188941371				0.20608164789155126	groups_balanced_moderate_drop	raw	42
