transform	mse	mse_dropout	mse_biozero	mae	gnrmse	ari_grid_mean	nmi_grid_mean	ari_matched_mean	nmi_matched_mean
raw	0.22080730018838457	0.2916895794574376	0.017231091523136864	0.3486188070781399	1.1682658592761295	0.7288785302893581	0.8336381681006508	0.9964009354222355	0.9918129253342166
