combo_id	components	zero_iso	dropout_iso	constrained_zero	avg_mse	avg_bz	score
8	zero_iso+dropout_iso+constrained_zero	True	True	True	0.6979596018791199	0.06991215981543064	0.4188919607549906
5	zero_iso	True	False	False	0.7193649858236313	0.059603266417980194	0.41928575932979584
6	zero_iso+constrained_zero	True	False	True	0.7912993133068085	0.03478358034044504	0.4304332369938493
7	zero_iso+dropout_iso	True	True	False	0.6345095485448837	0.15169519186019897	0.46894996613264084
4	dropout_iso+constrained_zero	False	True	True	0.66508948802948	0.17783278413116932	0.5103775281459093
2	constrained_zero	False	False	True	0.8311301469802856	0.09799269959330559	0.5135577730834484
1	none	False	False	False	0.7555738240480423	0.1902838833630085	0.5680707953870296
3	dropout_iso	False	True	False	0.6046272367238998	0.38144201785326004	0.68375563621521
