dataset	ASW	ASW_std	ARI	ARI_std	NMI	NMI_std	PS	PS_std	runtime_sec	runtime_sec_std	n_repeats	n_cells	n_genes	label_source	error
blakeley_top1000markers	0.8697000000000001	1.2412670766236366e-16	0.6361	0.0	0.7267	0.0	0.8	0.0	0.27778377532958987	0.5580011666300486	5	30	935	cell_type1	
darmanis_top1000markers	0.69374	0.0013107249902248742	0.85472	0.003596109008358891	0.8593399999999999	0.0024378269011560236	0.90664	0.0010285912696498894	0.15434436798095702	0.010344146760228528	5	420	1000	cell_type1	
deng_top1000markers	0.73082	0.001828113782016867	0.5650000000000001	0.0011357816691600763	0.8025800000000001	0.0002167948338867641	0.8581999999999999	1.2412670766236366e-16	0.08109426498413086	0.0014317478459742754	5	268	1000	cell_type1	
pollen_top1000markers	0.8835200000000001	0.0021545301111843443	0.9654200000000002	0.0041312225793340915	0.9590799999999999	0.005003198976654859	0.96524	0.001862256695517603	0.1090588092803955	0.004360279236765664	5	299	1000	cell_type1	
usoskin_top1000markers	0.5895999999999999	0.0025039968051097897	0.8711800000000001	0.00451851745598044	0.82286	0.004367264590106723	0.9312199999999999	0.0017527121840165514	0.17400903701782228	0.0037906450364682594	5	622	1000	cell_type1	
