dataset	rmse	rmse_dropout	rmse_biozero	rmse_non_zero	n_total	n_dropout	n_biozero	n_non_zero
dataset_2_types_equal	0.6344724893569946	0.7795063257217407	1.0648819208145142	0.36677685379981995	92300	36914	7279	48107
dataset_3_types_unequal	0.6308930516242981	0.8146703243255615	1.0642858743667603	0.3416155278682709	92600	33394	7662	51544
dataset_4_types_rare	0.6904630064964294	0.7507508993148804	1.090945839881897	0.42682981491088867	93200	50349	8182	34669
dataset_multibatch_dropout	0.6719601154327393	0.757180392742157	0.883797287940979	0.42419126629829407	291600	145828	36313	109459
AVG	0.6569471657276154		1.0259777307510376					
