dataset	transform	seed	runtime_sec	mse	mse_dropout	mse_biozero	mae	gnrmse	ari_grid_mean	nmi_grid_mean	ari_grid_max	nmi_grid_max	ari_matched_mean	nmi_matched_mean	n_clusters_matched_mean
groups_imbalanced_moderate_drop	all_obs0.05	42	147.32753219711594	0.21356101126572855	0.2976081215634881	0.009769240460069613	0.3423839996224047	1.1553216225619738	0.6160200037898389	0.7618675938068181	0.9908010543633811	0.9727213699370812	0.9890351954366114	0.968120979962997	3.0
groups_imbalanced_moderate_drop	all_obs0.1	42	147.32753219711594	0.21678279080240992	0.3205036342503691	0.00876796073202346	0.3460571867822505	1.1662991554181543	0.6397213315486384	0.7780231628950831	0.9906310374011765	0.9721880526890507	0.9906310374011765	0.9721880526890507	3.0
groups_imbalanced_moderate_drop	all_obs0.15	42	147.32753219711594	0.22778600935099536	0.3596000099030603	0.007820805329175841	0.3551502284842522	1.2003559814644407	0.6561214246218818	0.7890257307516032	0.9913592395588106	0.9738453652199757	0.9892655158278143	0.9698810119024586	3.0
groups_imbalanced_moderate_drop	all_obs0.2	42	147.32753219711594	0.24657064675126927	0.41489733843179216	0.006927772035744784	0.368378325912798	1.2541104901043345	0.6698854234662175	0.7930298787193478	0.9906906599618939	0.9723719650856507	0.9899619557826765	0.9708298314594208	3.0
groups_imbalanced_moderate_drop	all_obs0.25	42	147.32753219711594	0.273136718011284	0.4863955913989997	0.006088861941453194	0.38468471998012277	1.3235989920879236	0.6698572871298547	0.7938273970763426	0.9913101128077482	0.9742284586565596	0.9896531636696253	0.9690880603779843	3.0
groups_imbalanced_moderate_drop	all_obs1.0	42	147.32753219711594	1.605399438966673	3.502978445430096	0.0	0.7766911776548648	3.0001658250000616	0.5126771520736942	0.5084904105802743	0.9026777861134637	0.8132231584183885	0.8879470962540016	0.7885740455480152	3.0
groups_imbalanced_moderate_drop_group	raw	42	146.00274874293245	0.20786353516772063	0.2830827304407851	0.012094160449519253	0.3372764880296481	1.1501100176845505	0.5956427404300788	0.7354884929263801	0.9777149033569634	0.9493170753054104	0.9762844410724442	0.9469982931306619	3.0
groups_imbalanced_moderate_drop_group	all_obs0.05	42	146.00274874293245	0.2026349047860411	0.2898479287598285	0.010914979525078352	0.3331603192506067	1.1343584920056264	0.6075456586357497	0.7359818534859266	0.9737499674143105	0.9436740772934971	0.9737499674143105	0.9436740772934971	3.0
groups_imbalanced_moderate_drop_group	all_obs0.1	42	146.00274874293245	0.20378229205266704	0.31062643524337935	0.009796269458566018	0.33445860931495747	1.1392226237092125	0.6224936965718455	0.743569641930637	0.9695692035548457	0.9365154461295575	0.9695692035548457	0.9364341906041539	3.0
groups_imbalanced_moderate_drop_group	all_obs0.15	42	146.00274874293245	0.21130569949490882	0.3454182007841913	0.008738031425876315	0.3401327732217106	1.1640287290568911	0.6200915024812519	0.7424876302022219	0.9655412019420602	0.9313274999031947	0.9655412019420602	0.9313274999031947	3.0
