dataset	thr_drop	thr_bio	p_zero	p_nz	keep_positive	mse	mse_dropout	mse_biozero	mse_non_zero	n_total	n_dropout	n_biozero	n_non_zero	n_obs_zero	n_pred_bio
dataset_2_types_equal	0.82	0.18000000000000005	0.1	0.3	True	0.5929363965988159	1.3116333484649658	0.8157252669334412	0.007747984025627375	92300	36914	7279	48107	44193	14645
dataset_3_types_unequal	0.82	0.18000000000000005	0.1	0.3	True	0.5512043237686157	1.3134667873382568	0.927543580532074	0.0014118053950369358	92600	33394	7662	51544	41056	14307
dataset_4_types_rare	0.82	0.18000000000000005	0.1	0.3	True	0.8075661659240723	1.3874716758728027	0.520395815372467	0.03315557539463043	93200	50349	8182	34669	58531	18461
dataset_multibatch_dropout	0.82	0.18000000000000005	0.1	0.3	True	0.6849083304405212	1.2705506086349487	0.3421606421470642	0.018385929986834526	291600	145828	36313	109459	182141	67010
