dataset	mse	mse_std	mse_dropout	mse_dropout_std	mse_biozero	mse_biozero_std	mse_non_zero	mse_non_zero_std	mse_marker	mse_marker_std	mae	mae_std	mae_dropout	mae_dropout_std	mae_biozero	mae_biozero_std	mae_non_zero	mae_non_zero_std	mae_marker	mae_marker_std	gnrmse	gnrmse_std	gnrmse_marker	gnrmse_marker_std	corr_err	corr_err_std	n_corr_genes	n_corr_genes_std	runtime_sec	runtime_sec_std	n_repeats	n_total	n_dropout	n_biozero	n_non_zero	n_marker	n_marker_genes	error
groups_balanced_moderate_drop_n80000	0.3132998307030973	0.0	0.3686566067216467	0.0	0.012358845002966386	0.0	0.3432328561624848	0.0	0.3069855087708042	0.0	0.425764850476593	0.0	0.4919279808844056	0.0	0.05184753485543586	0.0	0.46606873621673134	0.0	0.42123842963380015	0.0	1.342448517889777	0.0	1.2583107783815302	0.0	0.39377009415746816	0.0	997.0	0.0	1549.412317248003	0.0	1	79760000	37826831	10122155	31811014	22160000	277	
