dataset	mse	mse_std	mse_dropout	mse_dropout_std	mse_biozero	mse_biozero_std	mse_non_zero	mse_non_zero_std	runtime_sec	runtime_sec_std	n_repeats	n_total	n_dropout	n_biozero	n_non_zero	error
dataset_2_types_equal	2.674981451034546	0.012055369755376315	3.8014716625213625	0.019875754359508373	0.02574344091117382	0.00020230285427982677	2.3222671508789063	0.0215600267103467	32.971858806398814	2.675961472740034	10	965000	402607	111111	451282	
dataset_3_types_unequal	5.620802974700927	0.036937641603724064	8.454681491851806	0.1139993995190386	0.030637303926050664	0.0006163991899655422	3.431900215148926	0.07182988925724729	34.49355709069787	2.4813212310852584	10	977000	509133	123103	344764	
dataset_4_types_rare	4.283102655410767	0.03940067201951398	6.585724210739135	0.14116009521145303	0.02170088216662407	0.0008401582324630453	2.902437162399292	0.08282394911321586	37.875896729699164	4.195642721291912	10	977000	462802	123483	390715	
dataset_multibatch_dropout	2.863624405860901	0.01559662783416394	3.9062114477157595	0.030631526802349762	0.0818641059100628	0.000567757958194312	2.810180187225342	0.02823773056809837	106.35785462820058	14.19577534548113	10	2985000	1162708	408616	1413676	
