transform	mse	mse_dropout	mse_biozero	mae	gnrmse	ari_grid_mean	nmi_grid_mean	ari_matched_mean	nmi_matched_mean
raw	0.22170465106802284	0.29300720968318444	0.012320894821259115	0.34826129081991747	1.161891814514612	0.7325669352125677	0.8330445173793329	0.995192211996938	0.9889972135663061
