seed	n_pcs	n_neighbors	resolution	n_clusters	ari	nmi	batch_ari	batch_nmi	batch_silhouette	cluster_runtime_sec	dataset	transform	cluster_seed
42	20	10	0.2	3	0.9958018856810193	0.9902805371349385				0.2139347840566188	groups_balanced_moderate_drop	raw	42
42	20	10	0.5	6	0.624305921164727	0.769401946792646				0.20599500695243478	groups_balanced_moderate_drop	raw	42
42	20	10	1.0	11	0.4036993564273434	0.6529615778021856				0.22219881298951805	groups_balanced_moderate_drop	raw	42
42	20	15	0.2	3	0.9952032278044812	0.9892032957459828				0.2884872129652649	groups_balanced_moderate_drop	raw	42
42	20	15	0.5	6	0.6676820489632513	0.782085959104158				0.2782215951010585	groups_balanced_moderate_drop	raw	42
42	20	15	1.0	9	0.4559811745212406	0.6786260755535027				0.2909903780091554	groups_balanced_moderate_drop	raw	42
42	20	30	0.2	3	0.9957961492279974	0.9902787310367076				0.4630907839164138	groups_balanced_moderate_drop	raw	42
42	20	30	0.5	4	0.8979528312203999	0.9113676663645828				0.4774791579693556	groups_balanced_moderate_drop	raw	42
42	20	30	1.0	9	0.41590251989259663	0.66425228710929				0.4853344620205462	groups_balanced_moderate_drop	raw	42
42	50	10	0.2	3	0.9952032278044812	0.9892032957459828				0.22138904896564782	groups_balanced_moderate_drop	raw	42
42	50	10	0.5	6	0.6177714473665119	0.764903736781374				0.20766186295077205	groups_balanced_moderate_drop	raw	42
42	50	10	1.0	10	0.4221195661439311	0.6626419596029058				0.2197120590135455	groups_balanced_moderate_drop	raw	42
42	50	15	0.2	3	0.9958019179451857	0.9907355753059124				0.31042719213292	groups_balanced_moderate_drop	raw	42
42	50	15	0.5	6	0.69485701171842	0.7928762651031169				0.2943190080113709	groups_balanced_moderate_drop	raw	42
42	50	15	1.0	9	0.4151082500923856	0.6648125055697757				0.2751615848392248	groups_balanced_moderate_drop	raw	42
42	50	30	0.2	3	0.9964009354222355	0.9918129253342166				0.4667368680238724	groups_balanced_moderate_drop	raw	42
42	50	30	0.5	3	0.9964009354222355	0.9918129253342166				0.4738229950889945	groups_balanced_moderate_drop	raw	42
42	50	30	1.0	7	0.5338251383900037	0.7282297603902224				0.5028371829539537	groups_balanced_moderate_drop	raw	42
