dataset	rmse	rmse_dropout	rmse_biozero	rmse_non_zero	n_total	n_dropout	n_biozero	n_non_zero
dataset_2_types_equal	1.4646841287612915	1.7679595947265625	0.48697811365127563	1.2968199253082275	92300	36914	7279	48107
dataset_3_types_unequal	1.435148000717163	1.7349750995635986	0.4932931959629059	1.3091398477554321	92600	33394	7662	51544
dataset_4_types_rare	1.557091236114502	1.8352398872375488	0.4746536314487457	1.2542853355407715	93200	50349	8182	34669
dataset_multibatch_dropout	1.512908697128296	1.835585117340088	0.3803817629814148	1.249300241470337	291600	145828	36313	109459
AVG	1.492458015680313		0.4588266760110855					
