dataset	mse	mse_dropout	mse_biozero	mse_non_zero	n_total	n_dropout	n_biozero	n_non_zero
dataset_2_types_equal	0.9054089288663624	1.7514586500392508	0.08102459997804169	2.0553123558756267e-14	1066000	544846	134412	386742
dataset_3_types_unequal	0.6016546301655262	1.5681367196044111	0.13991974368665738	1.892849314781029e-14	1070000	398112	139197	532691
dataset_4_types_rare	1.0248707730860451	1.7405551767417426	0.07487575623846458	2.1436909153752937e-14	1060000	618530	130582	310888
dataset_multibatch_dropout	0.7576943225046222	1.6419985770343628	0.09395945957949153	1.9615210275429047e-14	1072000	486580	141387	444033
AVG	0.8224071636556389		0.0974448898706638					
