config_id	zero_iso_weight	dropout_iso_weight	constrained_zero_scale	renorm_imputed	p_bio_temp	p_bio_bias	thr_drop	p_bio_nz_scale	post_log_quantile	cell_scale_alpha	sf_dropout_alpha	proxy_calib_shrink	proxy_bio_weight	proxy_drop_weight	proxy_impute_alpha	proxy_impute_gamma	proxy_mean_mode	proxy_calib_min_points	proxy_pu_weight	bio_soft_gamma	proxy_calib_mode	impute_mode	impute_blend_alpha	avg_mse	avg_bz_mse	score
1	0.0	0.0	False	False	3.0	1.0	0.998	0.0	0.0	0.0	0.0	0.0	1.0	0.3	0.3	2.0	knn	20	0.0	6.0	labeled	ae	0.0	0.8224071636556389	0.0974448898706638	0.5086484716984833
2	0.0	0.0	False	False	3.0	1.0	0.998	0.0	0.0	0.0	0.0	0.0	1.0	0.3	0.3	2.0	knn	20	0.0	6.0	labeled	ae	0.5	0.8224071636556389	0.0974448898706638	0.5086484716984833
3	0.0	0.0	False	False	3.0	1.0	0.998	0.0	0.0	0.0	0.0	0.0	1.0	0.3	0.3	2.0	knn	20	0.0	6.0	labeled	ae	1.0	0.8224071636556389	0.0974448898706638	0.5086484716984833
4	0.0	0.0	False	False	3.0	1.0	0.998	0.0	0.01	0.0	0.0	0.0	1.0	0.3	0.3	2.0	knn	20	0.0	6.0	labeled	ae	0.0	0.8448728306457024	0.09588267121814362	0.5183190865409948
5	0.0	0.0	False	False	3.0	1.0	0.998	0.0	0.01	0.0	0.0	0.0	1.0	0.3	0.3	2.0	knn	20	0.0	6.0	labeled	ae	0.5	0.8448728306457024	0.09588267121814362	0.5183190865409948
6	0.0	0.0	False	False	3.0	1.0	0.998	0.0	0.01	0.0	0.0	0.0	1.0	0.3	0.3	2.0	knn	20	0.0	6.0	labeled	ae	1.0	0.8448728306457024	0.09588267121814362	0.5183190865409948
7	0.0	0.0	False	False	3.0	1.0	0.998	0.0	0.02	0.0	0.0	0.0	1.0	0.3	0.3	2.0	knn	20	0.0	6.0	labeled	ae	0.0	0.8450071107505343	0.09586815646047164	0.5183717118357387
8	0.0	0.0	False	False	3.0	1.0	0.998	0.0	0.02	0.0	0.0	0.0	1.0	0.3	0.3	2.0	knn	20	0.0	6.0	labeled	ae	0.5	0.8450071107505343	0.09586815646047164	0.5183717118357387
9	0.0	0.0	False	False	3.0	1.0	0.998	0.0	0.02	0.0	0.0	0.0	1.0	0.3	0.3	2.0	knn	20	0.0	6.0	labeled	ae	1.0	0.8450071107505343	0.09586815646047164	0.5183717118357387
10	0.0	0.0	False	False	3.0	1.0	0.998	0.0	0.03	0.0	0.0	0.0	1.0	0.3	0.3	2.0	knn	20	0.0	6.0	labeled	ae	0.0	0.8451274457082047	0.09585421084198373	0.5184179336960861
11	0.0	0.0	False	False	3.0	1.0	0.998	0.0	0.03	0.0	0.0	0.0	1.0	0.3	0.3	2.0	knn	20	0.0	6.0	labeled	ae	0.5	0.8451274457082047	0.09585421084198373	0.5184179336960861
12	0.0	0.0	False	False	3.0	1.0	0.998	0.0	0.03	0.0	0.0	0.0	1.0	0.3	0.3	2.0	knn	20	0.0	6.0	labeled	ae	1.0	0.8451274457082047	0.09585421084198373	0.5184179336960861
