transform	mse	mse_dropout	mse_biozero	mae	gnrmse	ari_grid_mean	nmi_grid_mean	ari_matched_mean	nmi_matched_mean
raw	0.21820026683684468	0.2865556734812884	0.015843395829374142	0.3460996891491674	1.1598375711023223	0.7323456743683763	0.8331550784868548	0.9952031920910215	0.9890005518587744
