dataset	config	transform	seed	cluster_seeds	runtime_sec	ari_grid_mean	nmi_grid_mean	ari_grid_max	nmi_grid_max	n_clusters_grid_mean	ari_matched_mean	nmi_matched_mean	n_clusters_matched_mean
Zeisel	default	raw	42	42,43,44,45,46	82.86523003107868	0.3707962001922612	0.6209433016027947	0.7017246316904054	0.7162957007562942	27.786666666666665	0.689563047288777	0.6964403864115941	9.0
Zeisel	default	all_obs0.1	42	42,43,44,45,46	82.86523003107868	0.3667187546673726	0.6203981314120114	0.7122708025406306	0.7297248087409727	27.68888888888889	0.6921206106580955	0.7047718414019739	10.0
Zeisel	default	all_obs0.15	42	42,43,44,45,46	82.86523003107868	0.3694134510571528	0.6211629290040491	0.7103466386335072	0.7272616123901738	27.426666666666666	0.6909916998244334	0.7004918773230335	9.8
Zeisel	default	all_obs0.25	42	42,43,44,45,46	82.86523003107868	0.3687361414171578	0.6210963735657535	0.7009346756213031	0.7095525245615103	27.604444444444443	0.6986289375030243	0.7074622200953818	9.2
