dataset	mse	mse_std	mse_dropout	mse_dropout_std	mse_biozero	mse_biozero_std	mse_non_zero	mse_non_zero_std	runtime_sec	runtime_sec_std	n_repeats	n_total	n_dropout	n_biozero	n_non_zero	error
dataset_2_types_equal	7.53860932714503	0	14.7494109211348	0	0	0	0	0	0.0599	0.0846554454506291	10	1066000	544846	134412	386742	NA
dataset_3_types_unequal	9.1204605279657	0	15.0730992198837	0	0	0	0	0	0.0265999999999991	0.00323865541373278	10	1037000	627470	109181	300349	NA
dataset_4_types_rare	6.25679724559454	0	14.013948133855	0	0	0	0	0	0.0271999999999991	0.00571158666415801	10	1074000	479508	143751	450741	NA
dataset_multibatch_dropout	5.80928092372746	0	13.7422887607843	0	0	0	0	0	0.0204999999999927	0.00222361067735862	10	1075000	454435	144267	476298	NA
