dataset	mse	mse_std	mse_dropout	mse_dropout_std	mse_biozero	mse_biozero_std	mse_non_zero	mse_non_zero_std	runtime_sec	runtime_sec_std	n_repeats	n_total	n_dropout	n_biozero	n_non_zero	error
dataset_2_types_equal	4.772829675674439	0.004552431157854803	6.567523384094239	0.005330842585446818	0.04836863130331039	0.0002394323645424371	3.8864312171936035	0.005209421604670875	0.9393722902517766	0.41535207413848	10	1066000	544846	134412	386742	
dataset_3_types_unequal	6.938512992858887	0.00289727467813503	9.325212478637695	0.003017379085484905	0.028070544824004173	0.00011694698955909789	4.464413261413574	0.004093229312258063	0.9031201935838908	0.38606766319225183	10	1037000	627470	109181	300349	
dataset_4_types_rare	3.4402291536331178	0.0031872228892780015	4.89920072555542	0.004245265387961745	0.08499913215637207	0.00021981564861098013	2.9581990957260134	0.00342275538074946	0.9886794638121501	0.35906915245046994	10	1074000	479508	143751	450741	
dataset_multibatch_dropout	2.995627760887146	0.0037744158020908917	4.083408260345459	0.00503020287642388	0.0635848194360733	0.0002662103470326833	2.8458717107772826	0.0038955665657713825	0.9870504320366308	0.38054728723912973	10	1075000	454435	144267	476298	
