seed	n_pcs	n_neighbors	resolution	n_clusters	ari	nmi	batch_ari	batch_nmi	batch_silhouette	cluster_runtime_sec	dataset	path	method	display_method	impute_seed	cluster_seed	label_column	batch_column	n_cells	n_genes	n_labels	n_batches	feature_mode
42	50	15	1.0	28	0.4530704326480342	0.7567556445064657	0.1834664393979848	0.3201404549122022	0.02983015775680542	0.3907075959723443	Baron	datasets_original/baron-human.rds	baseline	Observed	42	42	cell_type1	human	8569	1000	14	4	label_free_hvg
42	50	15	1.5	32	0.375014263828453	0.7295788871032783	0.15192368831429592	0.3257808946162299	0.02983015775680542	0.3990377851296216	Baron	datasets_original/baron-human.rds	baseline	Observed	42	42	cell_type1	human	8569	1000	14	4	label_free_hvg
42	50	15	2.0	34	0.34361835909366	0.716089900797726	0.14350022508104174	0.32397532302757576	0.02983015775680542	0.39351476612500846	Baron	datasets_original/baron-human.rds	baseline	Observed	42	42	cell_type1	human	8569	1000	14	4	label_free_hvg
42	50	30	0.2	11	0.8120399903528871	0.8659770032371211	0.09574583466266652	0.14291263934884943	0.02983015775680542	0.6460215030238032	Baron	datasets_original/baron-human.rds	baseline	Observed	42	42	cell_type1	human	8569	1000	14	4	label_free_hvg
42	50	30	0.5	15	0.6056435954942074	0.8218043532026315	0.17410889077280384	0.2611624979099515	0.02983015775680542	0.6297503150999546	Baron	datasets_original/baron-human.rds	baseline	Observed	42	42	cell_type1	human	8569	1000	14	4	label_free_hvg
42	50	30	1.0	20	0.5445399374872989	0.788334592592902	0.19075955526493682	0.2963493861667988	0.02983015775680542	0.6276059679221362	Baron	datasets_original/baron-human.rds	baseline	Observed	42	42	cell_type1	human	8569	1000	14	4	label_free_hvg
42	50	30	1.5	27	0.4204726337582248	0.7394365491201371	0.18400338780227846	0.3332878989396881	0.02983015775680542	0.6282103110570461	Baron	datasets_original/baron-human.rds	baseline	Observed	42	42	cell_type1	human	8569	1000	14	4	label_free_hvg
42	50	30	2.0	29	0.3797829957403168	0.7279875902755772	0.16160427544654643	0.3281471757004071	0.02983015775680542	0.6513433558866382	Baron	datasets_original/baron-human.rds	baseline	Observed	42	42	cell_type1	human	8569	1000	14	4	label_free_hvg
42	100	10	0.2	16	0.7266597663216419	0.8531171021414832	0.14127452871127133	0.2165918770500411	0.024363024160265923	0.35075275506824255	Baron	datasets_original/baron-human.rds	baseline	Observed	42	42	cell_type1	human	8569	1000	14	4	label_free_hvg
42	100	10	0.5	20	0.5556416757580969	0.8008934718764817	0.18708296133259636	0.2900375973268356	0.024363024160265923	0.3518079789355397	Baron	datasets_original/baron-human.rds	baseline	Observed	42	42	cell_type1	human	8569	1000	14	4	label_free_hvg
42	100	10	1.0	26	0.4734093224719324	0.7645781660472214	0.1969594913513299	0.3287074814466395	0.024363024160265923	0.3438315149396658	Baron	datasets_original/baron-human.rds	baseline	Observed	42	42	cell_type1	human	8569	1000	14	4	label_free_hvg
42	100	10	1.5	31	0.41370057304337804	0.7385796477892761	0.18351218296875368	0.3375029539532545	0.024363024160265923	0.34727887413464487	Baron	datasets_original/baron-human.rds	baseline	Observed	42	42	cell_type1	human	8569	1000	14	4	label_free_hvg
42	100	10	2.0	34	0.3360549716105437	0.7126043062612111	0.13648079498860388	0.31502995142239465	0.024363024160265923	0.34806728013791144	Baron	datasets_original/baron-human.rds	baseline	Observed	42	42	cell_type1	human	8569	1000	14	4	label_free_hvg
42	100	15	0.2	15	0.7253069238153516	0.8462397775728485	0.14158561517777876	0.2199474377514946	0.024363024160265923	0.44602723396383226	Baron	datasets_original/baron-human.rds	baseline	Observed	42	42	cell_type1	human	8569	1000	14	4	label_free_hvg
42	100	15	0.5	19	0.5744092884917102	0.7988515631831234	0.18255174968344307	0.28284089908515325	0.024363024160265923	0.43026393302716315	Baron	datasets_original/baron-human.rds	baseline	Observed	42	42	cell_type1	human	8569	1000	14	4	label_free_hvg
42	100	15	1.0	25	0.4877634653761091	0.7702674164620379	0.20522022000773432	0.3297018628801145	0.024363024160265923	0.429308395832777	Baron	datasets_original/baron-human.rds	baseline	Observed	42	42	cell_type1	human	8569	1000	14	4	label_free_hvg
42	100	15	1.5	28	0.4074082895214325	0.7382017910711013	0.1800595086138697	0.3372463497717128	0.024363024160265923	0.4227421151008457	Baron	datasets_original/baron-human.rds	baseline	Observed	42	42	cell_type1	human	8569	1000	14	4	label_free_hvg
42	100	15	2.0	32	0.33541883401085404	0.7090761279910273	0.14517973828228883	0.32997969455018505	0.024363024160265923	0.41809224407188594	Baron	datasets_original/baron-human.rds	baseline	Observed	42	42	cell_type1	human	8569	1000	14	4	label_free_hvg
42	100	30	0.2	10	0.9307569441754823	0.9026864933116614	0.041389463713058225	0.05772853506678167	0.024363024160265923	0.6544620110653341	Baron	datasets_original/baron-human.rds	baseline	Observed	42	42	cell_type1	human	8569	1000	14	4	label_free_hvg
42	100	30	0.5	15	0.5988264242402632	0.8096959419067177	0.17217611473824798	0.25916712421433363	0.024363024160265923	0.6467173490673304	Baron	datasets_original/baron-human.rds	baseline	Observed	42	42	cell_type1	human	8569	1000	14	4	label_free_hvg
