seed	n_pcs	n_neighbors	resolution	n_clusters	ari	nmi	batch_ari	batch_nmi	batch_silhouette	cluster_runtime_sec	dataset	path	method	display_method	impute_seed	cluster_seed	label_column	batch_column	n_cells	n_genes	n_labels	n_batches	feature_mode
44	50	30	1.0	33	0.3217567705405649	0.6974923751530953	0.15809242128134224	0.383240753480854	0.060783445835113525	0.47040219395421445	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	44	cell_type1	human	8569	1000	14	4	label_free_hvg
44	50	30	1.5	40	0.2825589913926732	0.6799743237879822	0.1427559367178184	0.3858425201589649	0.060783445835113525	0.4717376711778343	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	44	cell_type1	human	8569	1000	14	4	label_free_hvg
44	50	30	2.0	47	0.24870612120718427	0.6594675450968946	0.12891497163772764	0.3858869528978127	0.060783445835113525	0.4668553229421377	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	44	cell_type1	human	8569	1000	14	4	label_free_hvg
44	100	10	0.2	27	0.49037714374141894	0.7679435164578338	0.21176920924598697	0.36637375817832957	0.05595213547348976	0.23216064204461873	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	44	cell_type1	human	8569	1000	14	4	label_free_hvg
44	100	10	0.5	41	0.3627864332104837	0.7070823605190198	0.1969549613471438	0.4074819815264662	0.05595213547348976	0.23014532821252942	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	44	cell_type1	human	8569	1000	14	4	label_free_hvg
44	100	10	1.0	57	0.24788076758705085	0.6558586919710657	0.13404335161207775	0.39401595526985717	0.05595213547348976	0.23032644111663103	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	44	cell_type1	human	8569	1000	14	4	label_free_hvg
44	100	10	1.5	67	0.19099521415500406	0.6309411713845433	0.09986626630627551	0.37993517982454145	0.05595213547348976	0.23244117014110088	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	44	cell_type1	human	8569	1000	14	4	label_free_hvg
44	100	10	2.0	82	0.15078520702216724	0.6059652325250517	0.07924647717459579	0.3703651706534288	0.05595213547348976	0.2306133231613785	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	44	cell_type1	human	8569	1000	14	4	label_free_hvg
44	100	15	0.2	25	0.4975430045983726	0.7706375832192811	0.213794045324517	0.36488669699492193	0.05595213547348976	0.2927521960809827	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	44	cell_type1	human	8569	1000	14	4	label_free_hvg
44	100	15	0.5	33	0.39175473487963564	0.7254504226085206	0.20011923422914438	0.3879866845217975	0.05595213547348976	0.29200376104563475	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	44	cell_type1	human	8569	1000	14	4	label_free_hvg
44	100	15	1.0	44	0.29647272435269106	0.683982638351624	0.15312225975353203	0.3895062096316138	0.05595213547348976	0.2894342439249158	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	44	cell_type1	human	8569	1000	14	4	label_free_hvg
44	100	15	1.5	57	0.24417859691178453	0.6540001901697866	0.1305490430328053	0.38773946149024197	0.05595213547348976	0.2887706058099866	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	44	cell_type1	human	8569	1000	14	4	label_free_hvg
44	100	15	2.0	64	0.19891845942935338	0.6331588707154048	0.103372497770848	0.3784460006058038	0.05595213547348976	0.2903839619830251	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	44	cell_type1	human	8569	1000	14	4	label_free_hvg
44	100	30	0.2	20	0.5151230946354075	0.7747630033025275	0.23010123837892132	0.3798329245396174	0.05595213547348976	0.49218184989877045	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	44	cell_type1	human	8569	1000	14	4	label_free_hvg
44	100	30	0.5	25	0.42896163244456587	0.7381527220485187	0.2252548077001348	0.3977212458255861	0.05595213547348976	0.49049483705312014	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	44	cell_type1	human	8569	1000	14	4	label_free_hvg
44	100	30	1.0	33	0.3647905944722359	0.7055826319241862	0.1921252163867161	0.3959924965345879	0.05595213547348976	0.4855354269966483	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	44	cell_type1	human	8569	1000	14	4	label_free_hvg
44	100	30	1.5	42	0.2928081241202252	0.6766506059288033	0.1559201099204158	0.3975117967972747	0.05595213547348976	0.47979047102853656	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	44	cell_type1	human	8569	1000	14	4	label_free_hvg
44	100	30	2.0	47	0.24769017041008523	0.6550241907624457	0.1326667303147182	0.3919600742556293	0.05595213547348976	0.48181234998628497	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	44	cell_type1	human	8569	1000	14	4	label_free_hvg
45	20	10	0.2	30	0.43545039606379565	0.745455560221791	0.22592108334035643	0.3968494220652625	0.06750639528036118	0.22226426703855395	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	45	cell_type1	human	8569	1000	14	4	label_free_hvg
45	20	10	0.5	41	0.333705654419425	0.6972230358861095	0.16564664269333043	0.38335934866798127	0.06750639528036118	0.22095370409078896	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	45	cell_type1	human	8569	1000	14	4	label_free_hvg
45	20	10	1.0	58	0.22261778861151857	0.645406705315303	0.11569935838328277	0.38187418077116725	0.06750639528036118	0.21749465097673237	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	45	cell_type1	human	8569	1000	14	4	label_free_hvg
45	20	10	1.5	73	0.1730769850286174	0.6191229702498708	0.08791145606498242	0.3685687234944659	0.06750639528036118	0.2179493741132319	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	45	cell_type1	human	8569	1000	14	4	label_free_hvg
45	20	10	2.0	79	0.14289102326154085	0.6043427597284642	0.07081464974533241	0.3591293886656027	0.06750639528036118	0.21837624302133918	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	45	cell_type1	human	8569	1000	14	4	label_free_hvg
45	20	15	0.2	27	0.43647729165428634	0.7495376686561736	0.22205265347234684	0.38813257701486314	0.06750639528036118	0.2780070009175688	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	45	cell_type1	human	8569	1000	14	4	label_free_hvg
45	20	15	0.5	33	0.39084841512765306	0.7256085011129791	0.2029567051717463	0.39040342565765973	0.06750639528036118	0.2768025689292699	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	45	cell_type1	human	8569	1000	14	4	label_free_hvg
45	20	15	1.0	48	0.2569154142236829	0.6689430073367882	0.12665163941786314	0.38029129957493246	0.06750639528036118	0.27882607700303197	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	45	cell_type1	human	8569	1000	14	4	label_free_hvg
45	20	15	1.5	56	0.21198295180856258	0.6451921020407195	0.10824390138171068	0.37670754602315315	0.06750639528036118	0.27349627017974854	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	45	cell_type1	human	8569	1000	14	4	label_free_hvg
45	20	15	2.0	66	0.17490454759946336	0.6225982783816125	0.08915375885023567	0.3685439667731688	0.06750639528036118	0.2746945039834827	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	45	cell_type1	human	8569	1000	14	4	label_free_hvg
45	20	30	0.2	17	0.5231776622338428	0.7790502568494522	0.22299966944672653	0.35859544012977984	0.06750639528036118	0.4581477988976985	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	45	cell_type1	human	8569	1000	14	4	label_free_hvg
45	20	30	0.5	25	0.4261178451929063	0.740675024839562	0.21972905023056805	0.39112506638753275	0.06750639528036118	0.4571442389860749	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	45	cell_type1	human	8569	1000	14	4	label_free_hvg
45	20	30	1.0	33	0.3253790480747651	0.7009843313108834	0.16187942212579076	0.3765372540623626	0.06750639528036118	0.4523507319390774	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	45	cell_type1	human	8569	1000	14	4	label_free_hvg
45	20	30	1.5	42	0.26314366817306806	0.669763052559406	0.13318418583523872	0.38592862451069054	0.06750639528036118	0.45574745698831975	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	45	cell_type1	human	8569	1000	14	4	label_free_hvg
45	20	30	2.0	49	0.21017786294747332	0.6451484621182881	0.10853859374350953	0.3782604600225231	0.06750639528036118	0.4490198129788041	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	45	cell_type1	human	8569	1000	14	4	label_free_hvg
45	50	10	0.2	29	0.4688215355550436	0.7569220837774675	0.21531950633525834	0.3778486300135436	0.07060462981462479	0.2279229809064418	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	45	cell_type1	human	8569	1000	14	4	label_free_hvg
45	50	10	0.5	41	0.36057706636942805	0.709806280333359	0.17399813437348144	0.37510400414808076	0.07060462981462479	0.22532052802853286	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	45	cell_type1	human	8569	1000	14	4	label_free_hvg
45	50	10	1.0	56	0.25805563711032636	0.6602531042962637	0.1370720717214027	0.3884532857549662	0.07060462981462479	0.2223373451270163	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	45	cell_type1	human	8569	1000	14	4	label_free_hvg
45	50	10	1.5	70	0.17331457537987602	0.6222492607281981	0.09099078790582873	0.3700848379862914	0.07060462981462479	0.22439888399094343	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	45	cell_type1	human	8569	1000	14	4	label_free_hvg
45	50	10	2.0	81	0.14637934755068543	0.6043288023650295	0.07558966833735548	0.36185975919678925	0.07060462981462479	0.22579692513681948	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	45	cell_type1	human	8569	1000	14	4	label_free_hvg
45	50	15	0.2	26	0.4947950521802422	0.7694844497343734	0.21395166672084043	0.3720441724921412	0.07060462981462479	0.28996021300554276	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	45	cell_type1	human	8569	1000	14	4	label_free_hvg
45	50	15	0.5	34	0.3948377531523597	0.7264467707529926	0.1961647460852263	0.3818373901400692	0.07060462981462479	0.2837530861143023	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	45	cell_type1	human	8569	1000	14	4	label_free_hvg
45	50	15	1.0	48	0.27975727840459275	0.6728285645119575	0.14489264047658124	0.3882066355084336	0.07060462981462479	0.28274494782090187	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	45	cell_type1	human	8569	1000	14	4	label_free_hvg
45	50	15	1.5	56	0.2251600478114885	0.6489075492161627	0.11772975199346905	0.38572488203764377	0.07060462981462479	0.2819381121080369	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	45	cell_type1	human	8569	1000	14	4	label_free_hvg
45	50	15	2.0	63	0.17982002642596281	0.6290478666674714	0.09364557381786207	0.37324332310706243	0.07060462981462479	0.2817142838612199	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	45	cell_type1	human	8569	1000	14	4	label_free_hvg
45	50	30	0.2	21	0.5002655254541403	0.7665331413759029	0.21977078867014968	0.375086742812307	0.07060462981462479	0.4789803079329431	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	45	cell_type1	human	8569	1000	14	4	label_free_hvg
45	50	30	0.5	25	0.4302089325841632	0.7388031002932708	0.22435796123601426	0.396859638976372	0.07060462981462479	0.4812368401326239	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	45	cell_type1	human	8569	1000	14	4	label_free_hvg
45	50	30	1.0	34	0.30981539604540614	0.6911029196617604	0.15297643429045016	0.3800561558537135	0.07060462981462479	0.4683241641614586	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	45	cell_type1	human	8569	1000	14	4	label_free_hvg
45	50	30	1.5	39	0.28670982521687366	0.6783296714167529	0.1470411099190242	0.3859050812572971	0.07060462981462479	0.4734052079729736	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	45	cell_type1	human	8569	1000	14	4	label_free_hvg
45	50	30	2.0	48	0.23619555078055623	0.6534372307080547	0.12516197176756821	0.3862284400262793	0.07060462981462479	0.4727904109749943	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	45	cell_type1	human	8569	1000	14	4	label_free_hvg
45	100	10	0.2	28	0.4947039928624381	0.770590550641748	0.2189546102073285	0.37431839466366335	0.06436143815517426	0.23717773496173322	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	45	cell_type1	human	8569	1000	14	4	label_free_hvg
45	100	10	0.5	39	0.36919049658734876	0.7117838691258435	0.19262174605410404	0.39561930120289246	0.06436143815517426	0.23500819108448923	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	45	cell_type1	human	8569	1000	14	4	label_free_hvg
45	100	10	1.0	57	0.25339020952083186	0.6580662748942966	0.13713584889659894	0.39242042182655484	0.06436143815517426	0.23266212781891227	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	45	cell_type1	human	8569	1000	14	4	label_free_hvg
45	100	10	1.5	67	0.19081376438869502	0.6310362848406873	0.1004153005632597	0.378525875518406	0.06436143815517426	0.2316304959822446	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	45	cell_type1	human	8569	1000	14	4	label_free_hvg
45	100	10	2.0	82	0.15522078090064603	0.6089086315396848	0.08105969138331595	0.37292352080385216	0.06436143815517426	0.23461870499886572	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	45	cell_type1	human	8569	1000	14	4	label_free_hvg
45	100	15	0.2	25	0.49169411529097157	0.767839856381227	0.21282918836580372	0.36705031127377014	0.06436143815517426	0.2929673499893397	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	45	cell_type1	human	8569	1000	14	4	label_free_hvg
45	100	15	0.5	35	0.38585883146435423	0.7231315515311494	0.1996695105564703	0.3942586944282073	0.06436143815517426	0.2921795938163996	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	45	cell_type1	human	8569	1000	14	4	label_free_hvg
45	100	15	1.0	47	0.2835036477976654	0.6763189930677407	0.14882790636025373	0.39111726975556893	0.06436143815517426	0.29018058092333376	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	45	cell_type1	human	8569	1000	14	4	label_free_hvg
45	100	15	1.5	55	0.2473298225562281	0.6556873232199498	0.13271894771971005	0.39136356608833034	0.06436143815517426	0.2889414730016142	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	45	cell_type1	human	8569	1000	14	4	label_free_hvg
45	100	15	2.0	64	0.18507168681805097	0.6294313331515594	0.09749773748712315	0.3786593282968364	0.06436143815517426	0.2903198420535773	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	45	cell_type1	human	8569	1000	14	4	label_free_hvg
45	100	30	0.2	20	0.5145947088187826	0.7742665957853698	0.22861155986174692	0.3779300463835242	0.06436143815517426	0.477283732034266	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	45	cell_type1	human	8569	1000	14	4	label_free_hvg
45	100	30	0.5	26	0.4042173147464101	0.7278480344789491	0.21090018469121308	0.3996504013807469	0.06436143815517426	0.47798980702646077	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	45	cell_type1	human	8569	1000	14	4	label_free_hvg
45	100	30	1.0	33	0.36518054293350194	0.7069733904007638	0.19406432023562672	0.4019641942965343	0.06436143815517426	0.4732415738981217	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	45	cell_type1	human	8569	1000	14	4	label_free_hvg
45	100	30	1.5	42	0.29570034508027737	0.6769467312352813	0.15992017284976404	0.40024136445108144	0.06436143815517426	0.47140662698075175	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	45	cell_type1	human	8569	1000	14	4	label_free_hvg
45	100	30	2.0	49	0.2635271105783793	0.6616016585687029	0.14037324899245696	0.39542723498248317	0.06436143815517426	0.47658067499287426	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	45	cell_type1	human	8569	1000	14	4	label_free_hvg
46	20	10	0.2	31	0.43631637285248337	0.7476535681452076	0.22472912616046686	0.39559993541185656	0.057681336998939514	0.225213194033131	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	46	cell_type1	human	8569	1000	14	4	label_free_hvg
46	20	10	0.5	41	0.30787179869508746	0.6909523820208053	0.15116439679639607	0.3812253633027133	0.057681336998939514	0.22191300406120718	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	46	cell_type1	human	8569	1000	14	4	label_free_hvg
46	20	10	1.0	58	0.22541812704473715	0.6455613925035821	0.11830827197195037	0.3788339426991356	0.057681336998939514	0.21765848714858294	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	46	cell_type1	human	8569	1000	14	4	label_free_hvg
46	20	10	1.5	75	0.16770719990878089	0.6152457263344032	0.08800095332689355	0.3702607769048028	0.057681336998939514	0.22032881015911698	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	46	cell_type1	human	8569	1000	14	4	label_free_hvg
46	20	10	2.0	81	0.1399134113385272	0.6017379538403947	0.07227765645186358	0.3633665425280625	0.057681336998939514	0.21758359903469682	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	46	cell_type1	human	8569	1000	14	4	label_free_hvg
46	20	15	0.2	26	0.4708647877313389	0.7614012695722846	0.2186393072004563	0.3776751724958854	0.057681336998939514	0.27922361087985337	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	46	cell_type1	human	8569	1000	14	4	label_free_hvg
46	20	15	0.5	33	0.39091731587052453	0.7249423126374878	0.20279097427622975	0.3890923222728575	0.057681336998939514	0.278153866995126	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	46	cell_type1	human	8569	1000	14	4	label_free_hvg
46	20	15	1.0	47	0.2577541584265985	0.6700934972635261	0.1271413126845257	0.3806506388193493	0.057681336998939514	0.27661223779432476	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	46	cell_type1	human	8569	1000	14	4	label_free_hvg
46	20	15	1.5	57	0.214323840123185	0.6441044001263244	0.1127514040678239	0.38000523625017657	0.057681336998939514	0.2735112600494176	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	46	cell_type1	human	8569	1000	14	4	label_free_hvg
46	20	15	2.0	68	0.16273186732193712	0.6174246431477578	0.080705542773047	0.3636176288823829	0.057681336998939514	0.27407534909434617	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	46	cell_type1	human	8569	1000	14	4	label_free_hvg
46	20	30	0.2	17	0.5223387546588013	0.7789439530414332	0.22438151998088518	0.36206360224500456	0.057681336998939514	0.4557759501039982	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	46	cell_type1	human	8569	1000	14	4	label_free_hvg
46	20	30	0.5	25	0.4246961690947612	0.7398429654824484	0.21886868216068037	0.39073118121125916	0.057681336998939514	0.4591557621024549	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	46	cell_type1	human	8569	1000	14	4	label_free_hvg
46	20	30	1.0	31	0.33993615383619596	0.7054537405591936	0.17522088639609149	0.3899026269698908	0.057681336998939514	0.4593547210097313	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	46	cell_type1	human	8569	1000	14	4	label_free_hvg
46	20	30	1.5	45	0.23782515995598322	0.6589076600284156	0.11944606359388066	0.3802416910843251	0.057681336998939514	0.4500468070618808	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	46	cell_type1	human	8569	1000	14	4	label_free_hvg
46	20	30	2.0	48	0.22509963606494227	0.6501948576880624	0.11761468839223788	0.3798979217577403	0.057681336998939514	0.4558608769439161	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	46	cell_type1	human	8569	1000	14	4	label_free_hvg
46	50	10	0.2	29	0.47179056810315156	0.7580820050379231	0.21170330530908835	0.36522954515414463	0.05893498659133911	0.22911674599163234	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	46	cell_type1	human	8569	1000	14	4	label_free_hvg
46	50	10	0.5	41	0.33966984306455933	0.7043096407623192	0.1678155604020261	0.38311352616860844	0.05893498659133911	0.22823730297386646	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	46	cell_type1	human	8569	1000	14	4	label_free_hvg
46	50	10	1.0	60	0.244090072228308	0.6527425633671057	0.13182627654054482	0.3867486911467646	0.05893498659133911	0.22830270999111235	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	46	cell_type1	human	8569	1000	14	4	label_free_hvg
46	50	10	1.5	70	0.17185691957468538	0.6213342365551108	0.09008559024512157	0.3714472634349311	0.05893498659133911	0.22421033098362386	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	46	cell_type1	human	8569	1000	14	4	label_free_hvg
46	50	10	2.0	79	0.1405234687754235	0.6030596690816317	0.07245940912117324	0.3650682681619191	0.05893498659133911	0.225502418121323	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	46	cell_type1	human	8569	1000	14	4	label_free_hvg
46	50	15	0.2	26	0.49480670001520577	0.7694841381063727	0.211947781984733	0.36667383971979745	0.05893498659133911	0.2882959870621562	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	46	cell_type1	human	8569	1000	14	4	label_free_hvg
46	50	15	0.5	35	0.38909431409315637	0.7238689488629698	0.19945756856115196	0.3889255768291676	0.05893498659133911	0.28139483788982034	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	46	cell_type1	human	8569	1000	14	4	label_free_hvg
46	50	15	1.0	47	0.2775041850044725	0.6744495319381265	0.1438551809110567	0.38997562758511034	0.05893498659133911	0.28172881714999676	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	46	cell_type1	human	8569	1000	14	4	label_free_hvg
46	50	15	1.5	58	0.1940731923111377	0.6373217238367	0.10186127774479779	0.37747293595221487	0.05893498659133911	0.2823452870361507	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	46	cell_type1	human	8569	1000	14	4	label_free_hvg
46	50	15	2.0	65	0.17088939251273796	0.6241027897089578	0.08804670926870224	0.3724082311776465	0.05893498659133911	0.27895227493718266	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	46	cell_type1	human	8569	1000	14	4	label_free_hvg
46	50	30	0.2	21	0.5003912840056102	0.7665902055908137	0.2198449490246803	0.3752280265284022	0.05893498659133911	0.4676710730418563	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	46	cell_type1	human	8569	1000	14	4	label_free_hvg
46	50	30	0.5	26	0.4042833099381608	0.730036988040286	0.20599601429164516	0.3929922642032809	0.05893498659133911	0.4649371600244194	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	46	cell_type1	human	8569	1000	14	4	label_free_hvg
46	50	30	1.0	36	0.3015055916606829	0.6871199027849448	0.14890978286689943	0.3816174930455048	0.05893498659133911	0.4621358278673142	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	46	cell_type1	human	8569	1000	14	4	label_free_hvg
46	50	30	1.5	39	0.2813576238674229	0.6784642853306695	0.14316584284371947	0.3854300067651671	0.05893498659133911	0.45879510999657214	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	46	cell_type1	human	8569	1000	14	4	label_free_hvg
46	50	30	2.0	47	0.24334306307992853	0.6569141509421277	0.1300521029930158	0.38973656463557305	0.05893498659133911	0.46154139819554985	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	46	cell_type1	human	8569	1000	14	4	label_free_hvg
46	100	10	0.2	27	0.4950339829713692	0.7700244182133773	0.21545921551369682	0.36814095578363054	0.05401855334639549	0.23590258415788412	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	46	cell_type1	human	8569	1000	14	4	label_free_hvg
46	100	10	0.5	40	0.3553358056072261	0.7063970282029816	0.18944788569941973	0.40205508648315513	0.05401855334639549	0.23408596590161324	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	46	cell_type1	human	8569	1000	14	4	label_free_hvg
46	100	10	1.0	57	0.2522464621522971	0.6572005143489158	0.13682747943723372	0.3933482420647828	0.05401855334639549	0.2320911129936576	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	46	cell_type1	human	8569	1000	14	4	label_free_hvg
46	100	10	1.5	67	0.18621954075473532	0.629046254684601	0.09829462025485967	0.3784091045227912	0.05401855334639549	0.22860794002190232	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	46	cell_type1	human	8569	1000	14	4	label_free_hvg
46	100	10	2.0	81	0.1529931295791139	0.6074023075509756	0.07980376087158213	0.3719039353242168	0.05401855334639549	0.23053744295611978	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	46	cell_type1	human	8569	1000	14	4	label_free_hvg
46	100	15	0.2	25	0.49206230141646445	0.7680040356231465	0.21011938031338007	0.35700888423063204	0.05401855334639549	0.2882864000275731	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	46	cell_type1	human	8569	1000	14	4	label_free_hvg
46	100	15	0.5	35	0.38815041824273744	0.7229227652762761	0.2002245255874405	0.3901601746347351	0.05401855334639549	0.2869047240819782	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	46	cell_type1	human	8569	1000	14	4	label_free_hvg
46	100	15	1.0	46	0.2963213189043497	0.6816587505213052	0.15630121790085744	0.39520560207323174	0.05401855334639549	0.2874966978561133	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	46	cell_type1	human	8569	1000	14	4	label_free_hvg
46	100	15	1.5	55	0.2528203212466273	0.6571167955648711	0.1360458146525557	0.39252817373274396	0.05401855334639549	0.293028571177274	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	46	cell_type1	human	8569	1000	14	4	label_free_hvg
46	100	15	2.0	65	0.1829099367755744	0.6280391508983635	0.094773135794054	0.374565816813847	0.05401855334639549	0.28949092887341976	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	46	cell_type1	human	8569	1000	14	4	label_free_hvg
46	100	30	0.2	20	0.5170563043402981	0.7752841112310708	0.22889243690350808	0.3711157200440394	0.05401855334639549	0.49848929489962757	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	46	cell_type1	human	8569	1000	14	4	label_free_hvg
46	100	30	0.5	27	0.4034026460185927	0.7277924721312766	0.21267213474185293	0.40001110611442664	0.05401855334639549	0.5001653630752116	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	46	cell_type1	human	8569	1000	14	4	label_free_hvg
46	100	30	1.0	32	0.3665374790201381	0.7071627542138568	0.19406539938571363	0.39909030051969585	0.05401855334639549	0.49654577509500086	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	46	cell_type1	human	8569	1000	14	4	label_free_hvg
46	100	30	1.5	42	0.30094655252691394	0.6835080958087392	0.16173439812232532	0.4025782955225488	0.05401855334639549	0.4890835729893297	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	46	cell_type1	human	8569	1000	14	4	label_free_hvg
46	100	30	2.0	49	0.2561040738521924	0.6597864599986586	0.13539270524751526	0.39452007925787674	0.05401855334639549	0.4961997461505234	Baron	datasets_original/baron-human.rds	magic	MAGIC	42	46	cell_type1	human	8569	1000	14	4	label_free_hvg
42	20	10	0.2	13	0.6786298720442833	0.8427721038853924	0.1600367655376287	0.233024111492934	0.03319913521409035	0.27297156606800854	Baron	datasets_original/baron-human.rds	maskimpute	MaskImpute	42	42	cell_type1	human	8569	1000	14	4	label_free_hvg
42	20	10	0.5	19	0.532839803142236	0.7820581778697906	0.1863220162867221	0.28505873904378737	0.03319913521409035	0.2711098410654813	Baron	datasets_original/baron-human.rds	maskimpute	MaskImpute	42	42	cell_type1	human	8569	1000	14	4	label_free_hvg
42	20	10	1.0	30	0.3432273518158012	0.7033342951305741	0.13770790810277955	0.3110127738157586	0.03319913521409035	0.2710059790406376	Baron	datasets_original/baron-human.rds	maskimpute	MaskImpute	42	42	cell_type1	human	8569	1000	14	4	label_free_hvg
42	20	10	1.5	37	0.2731730570052312	0.6768755528112488	0.11171500394615597	0.3124625120732402	0.03319913521409035	0.2681412610691041	Baron	datasets_original/baron-human.rds	maskimpute	MaskImpute	42	42	cell_type1	human	8569	1000	14	4	label_free_hvg
