dataset	rmse	rmse_dropout	rmse_biozero	rmse_non_zero	n_total	n_dropout	n_biozero	n_non_zero
dataset_2_types_equal	0.658414900302887	0.7774967551231384	1.0712435245513916	0.44075071811676025	92300	36914	7279	48107
dataset_3_types_unequal	0.6597643494606018	0.8172298669815063	1.0699467658996582	0.4232526421546936	92600	33394	7662	51544
dataset_4_types_rare	0.7034361362457275	0.7503902912139893	1.093085527420044	0.4800831079483032	93200	50349	8182	34669
dataset_multibatch_dropout	0.6860111951828003	0.760228157043457	0.8870522379875183	0.47190773487091064	291600	145828	36313	109459
AVG	0.6769066452980042		1.030332013964653					
