config_id	proxy_mix	proxy_drop_gamma	proxy_drop_scale	calib_shrink	zero_iso_weight	dropout_iso_weight	constrained_zero_scale	p_bio_temp	p_bio_bias	thr_drop	avg_rmse	avg_bz_rmse	score
452	0.5	0.7	1.0	0.0	0.0	0.0	False	0.5	-0.5	0.99	0.6799385100603104	1.0303892195224762	1.3703584745526314
516	0.5	0.7	1.2	0.0	0.0	0.0	False	0.5	-0.5	0.99	0.6799385100603104	1.0303892195224762	1.3703584745526314
580	0.5	1.0	0.8	0.0	0.0	0.0	False	0.5	-0.5	0.99	0.6799385100603104	1.0303892195224762	1.3703584745526314
644	0.5	1.0	1.0	0.0	0.0	0.0	False	0.5	-0.5	0.99	0.6799385100603104	1.0303892195224762	1.3703584745526314
708	0.5	1.0	1.2	0.0	0.0	0.0	False	0.5	-0.5	0.99	0.6799385100603104	1.0303892195224762	1.3703584745526314
772	1.0	0.7	0.8	0.0	0.0	0.0	False	0.5	-0.5	0.99	0.6799385100603104	1.0303892195224762	1.3703584745526314
836	1.0	0.7	1.0	0.0	0.0	0.0	False	0.5	-0.5	0.99	0.6799385100603104	1.0303892195224762	1.3703584745526314
900	1.0	0.7	1.2	0.0	0.0	0.0	False	0.5	-0.5	0.99	0.6799385100603104	1.0303892195224762	1.3703584745526314
964	1.0	1.0	0.8	0.0	0.0	0.0	False	0.5	-0.5	0.99	0.6799385100603104	1.0303892195224762	1.3703584745526314
1028	1.0	1.0	1.0	0.0	0.0	0.0	False	0.5	-0.5	0.99	0.6799385100603104	1.0303892195224762	1.3703584745526314
1092	1.0	1.0	1.2	0.0	0.0	0.0	False	0.5	-0.5	0.99	0.6799385100603104	1.0303892195224762	1.3703584745526314
15	0.0	0.7	0.8	0.0	0.0	0.0	False	0.5	1.0	0.95	0.6803050637245178	1.030393734574318	1.3705462664365768
79	0.0	0.7	1.0	0.0	0.0	0.0	False	0.5	1.0	0.95	0.6803050637245178	1.030393734574318	1.3705462664365768
143	0.0	0.7	1.2	0.0	0.0	0.0	False	0.5	1.0	0.95	0.6803050637245178	1.030393734574318	1.3705462664365768
207	0.0	1.0	0.8	0.0	0.0	0.0	False	0.5	1.0	0.95	0.6803050637245178	1.030393734574318	1.3705462664365768
271	0.0	1.0	1.0	0.0	0.0	0.0	False	0.5	1.0	0.95	0.6803050637245178	1.030393734574318	1.3705462664365768
335	0.0	1.0	1.2	0.0	0.0	0.0	False	0.5	1.0	0.95	0.6803050637245178	1.030393734574318	1.3705462664365768
399	0.5	0.7	0.8	0.0	0.0	0.0	False	0.5	1.0	0.95	0.6803050637245178	1.030393734574318	1.3705462664365768
463	0.5	0.7	1.0	0.0	0.0	0.0	False	0.5	1.0	0.95	0.6803050637245178	1.030393734574318	1.3705462664365768
527	0.5	0.7	1.2	0.0	0.0	0.0	False	0.5	1.0	0.95	0.6803050637245178	1.030393734574318	1.3705462664365768
591	0.5	1.0	0.8	0.0	0.0	0.0	False	0.5	1.0	0.95	0.6803050637245178	1.030393734574318	1.3705462664365768
655	0.5	1.0	1.0	0.0	0.0	0.0	False	0.5	1.0	0.95	0.6803050637245178	1.030393734574318	1.3705462664365768
719	0.5	1.0	1.2	0.0	0.0	0.0	False	0.5	1.0	0.95	0.6803050637245178	1.030393734574318	1.3705462664365768
783	1.0	0.7	0.8	0.0	0.0	0.0	False	0.5	1.0	0.95	0.6803050637245178	1.030393734574318	1.3705462664365768
847	1.0	0.7	1.0	0.0	0.0	0.0	False	0.5	1.0	0.95	0.6803050637245178	1.030393734574318	1.3705462664365768
911	1.0	0.7	1.2	0.0	0.0	0.0	False	0.5	1.0	0.95	0.6803050637245178	1.030393734574318	1.3705462664365768
975	1.0	1.0	0.8	0.0	0.0	0.0	False	0.5	1.0	0.95	0.6803050637245178	1.030393734574318	1.3705462664365768
1039	1.0	1.0	1.0	0.0	0.0	0.0	False	0.5	1.0	0.95	0.6803050637245178	1.030393734574318	1.3705462664365768
1103	1.0	1.0	1.2	0.0	0.0	0.0	False	0.5	1.0	0.95	0.6803050637245178	1.030393734574318	1.3705462664365768
11	0.0	0.7	0.8	0.0	0.0	0.0	False	0.5	0.5	0.95	0.6816253513097763	1.0304386466741562	1.3712513223290443
75	0.0	0.7	1.0	0.0	0.0	0.0	False	0.5	0.5	0.95	0.6816253513097763	1.0304386466741562	1.3712513223290443
139	0.0	0.7	1.2	0.0	0.0	0.0	False	0.5	0.5	0.95	0.6816253513097763	1.0304386466741562	1.3712513223290443
203	0.0	1.0	0.8	0.0	0.0	0.0	False	0.5	0.5	0.95	0.6816253513097763	1.0304386466741562	1.3712513223290443
267	0.0	1.0	1.0	0.0	0.0	0.0	False	0.5	0.5	0.95	0.6816253513097763	1.0304386466741562	1.3712513223290443
331	0.0	1.0	1.2	0.0	0.0	0.0	False	0.5	0.5	0.95	0.6816253513097763	1.0304386466741562	1.3712513223290443
395	0.5	0.7	0.8	0.0	0.0	0.0	False	0.5	0.5	0.95	0.6816253513097763	1.0304386466741562	1.3712513223290443
459	0.5	0.7	1.0	0.0	0.0	0.0	False	0.5	0.5	0.95	0.6816253513097763	1.0304386466741562	1.3712513223290443
523	0.5	0.7	1.2	0.0	0.0	0.0	False	0.5	0.5	0.95	0.6816253513097763	1.0304386466741562	1.3712513223290443
587	0.5	1.0	0.8	0.0	0.0	0.0	False	0.5	0.5	0.95	0.6816253513097763	1.0304386466741562	1.3712513223290443
651	0.5	1.0	1.0	0.0	0.0	0.0	False	0.5	0.5	0.95	0.6816253513097763	1.0304386466741562	1.3712513223290443
715	0.5	1.0	1.2	0.0	0.0	0.0	False	0.5	0.5	0.95	0.6816253513097763	1.0304386466741562	1.3712513223290443
779	1.0	0.7	0.8	0.0	0.0	0.0	False	0.5	0.5	0.95	0.6816253513097763	1.0304386466741562	1.3712513223290443
843	1.0	0.7	1.0	0.0	0.0	0.0	False	0.5	0.5	0.95	0.6816253513097763	1.0304386466741562	1.3712513223290443
907	1.0	0.7	1.2	0.0	0.0	0.0	False	0.5	0.5	0.95	0.6816253513097763	1.0304386466741562	1.3712513223290443
971	1.0	1.0	0.8	0.0	0.0	0.0	False	0.5	0.5	0.95	0.6816253513097763	1.0304386466741562	1.3712513223290443
1035	1.0	1.0	1.0	0.0	0.0	0.0	False	0.5	0.5	0.95	0.6816253513097763	1.0304386466741562	1.3712513223290443
1099	1.0	1.0	1.2	0.0	0.0	0.0	False	0.5	0.5	0.95	0.6816253513097763	1.0304386466741562	1.3712513223290443
14	0.0	0.7	0.8	0.0	0.0	0.0	False	0.5	1.0	0.9	0.6828691810369492	1.0306621938943863	1.3720967844128609
78	0.0	0.7	1.0	0.0	0.0	0.0	False	0.5	1.0	0.9	0.6828691810369492	1.0306621938943863	1.3720967844128609
142	0.0	0.7	1.2	0.0	0.0	0.0	False	0.5	1.0	0.9	0.6828691810369492	1.0306621938943863	1.3720967844128609
206	0.0	1.0	0.8	0.0	0.0	0.0	False	0.5	1.0	0.9	0.6828691810369492	1.0306621938943863	1.3720967844128609
270	0.0	1.0	1.0	0.0	0.0	0.0	False	0.5	1.0	0.9	0.6828691810369492	1.0306621938943863	1.3720967844128609
334	0.0	1.0	1.2	0.0	0.0	0.0	False	0.5	1.0	0.9	0.6828691810369492	1.0306621938943863	1.3720967844128609
398	0.5	0.7	0.8	0.0	0.0	0.0	False	0.5	1.0	0.9	0.6828691810369492	1.0306621938943863	1.3720967844128609
462	0.5	0.7	1.0	0.0	0.0	0.0	False	0.5	1.0	0.9	0.6828691810369492	1.0306621938943863	1.3720967844128609
526	0.5	0.7	1.2	0.0	0.0	0.0	False	0.5	1.0	0.9	0.6828691810369492	1.0306621938943863	1.3720967844128609
590	0.5	1.0	0.8	0.0	0.0	0.0	False	0.5	1.0	0.9	0.6828691810369492	1.0306621938943863	1.3720967844128609
654	0.5	1.0	1.0	0.0	0.0	0.0	False	0.5	1.0	0.9	0.6828691810369492	1.0306621938943863	1.3720967844128609
718	0.5	1.0	1.2	0.0	0.0	0.0	False	0.5	1.0	0.9	0.6828691810369492	1.0306621938943863	1.3720967844128609
782	1.0	0.7	0.8	0.0	0.0	0.0	False	0.5	1.0	0.9	0.6828691810369492	1.0306621938943863	1.3720967844128609
846	1.0	0.7	1.0	0.0	0.0	0.0	False	0.5	1.0	0.9	0.6828691810369492	1.0306621938943863	1.3720967844128609
910	1.0	0.7	1.2	0.0	0.0	0.0	False	0.5	1.0	0.9	0.6828691810369492	1.0306621938943863	1.3720967844128609
974	1.0	1.0	0.8	0.0	0.0	0.0	False	0.5	1.0	0.9	0.6828691810369492	1.0306621938943863	1.3720967844128609
1038	1.0	1.0	1.0	0.0	0.0	0.0	False	0.5	1.0	0.9	0.6828691810369492	1.0306621938943863	1.3720967844128609
1102	1.0	1.0	1.2	0.0	0.0	0.0	False	0.5	1.0	0.9	0.6828691810369492	1.0306621938943863	1.3720967844128609
7	0.0	0.7	0.8	0.0	0.0	0.0	False	0.5	0.0	0.95	0.683847039937973	1.030713975429535	1.3726374953985214
71	0.0	0.7	1.0	0.0	0.0	0.0	False	0.5	0.0	0.95	0.683847039937973	1.030713975429535	1.3726374953985214
135	0.0	0.7	1.2	0.0	0.0	0.0	False	0.5	0.0	0.95	0.683847039937973	1.030713975429535	1.3726374953985214
199	0.0	1.0	0.8	0.0	0.0	0.0	False	0.5	0.0	0.95	0.683847039937973	1.030713975429535	1.3726374953985214
263	0.0	1.0	1.0	0.0	0.0	0.0	False	0.5	0.0	0.95	0.683847039937973	1.030713975429535	1.3726374953985214
327	0.0	1.0	1.2	0.0	0.0	0.0	False	0.5	0.0	0.95	0.683847039937973	1.030713975429535	1.3726374953985214
391	0.5	0.7	0.8	0.0	0.0	0.0	False	0.5	0.0	0.95	0.683847039937973	1.030713975429535	1.3726374953985214
455	0.5	0.7	1.0	0.0	0.0	0.0	False	0.5	0.0	0.95	0.683847039937973	1.030713975429535	1.3726374953985214
519	0.5	0.7	1.2	0.0	0.0	0.0	False	0.5	0.0	0.95	0.683847039937973	1.030713975429535	1.3726374953985214
583	0.5	1.0	0.8	0.0	0.0	0.0	False	0.5	0.0	0.95	0.683847039937973	1.030713975429535	1.3726374953985214
647	0.5	1.0	1.0	0.0	0.0	0.0	False	0.5	0.0	0.95	0.683847039937973	1.030713975429535	1.3726374953985214
711	0.5	1.0	1.2	0.0	0.0	0.0	False	0.5	0.0	0.95	0.683847039937973	1.030713975429535	1.3726374953985214
775	1.0	0.7	0.8	0.0	0.0	0.0	False	0.5	0.0	0.95	0.683847039937973	1.030713975429535	1.3726374953985214
839	1.0	0.7	1.0	0.0	0.0	0.0	False	0.5	0.0	0.95	0.683847039937973	1.030713975429535	1.3726374953985214
903	1.0	0.7	1.2	0.0	0.0	0.0	False	0.5	0.0	0.95	0.683847039937973	1.030713975429535	1.3726374953985214
967	1.0	1.0	0.8	0.0	0.0	0.0	False	0.5	0.0	0.95	0.683847039937973	1.030713975429535	1.3726374953985214
1031	1.0	1.0	1.0	0.0	0.0	0.0	False	0.5	0.0	0.95	0.683847039937973	1.030713975429535	1.3726374953985214
1095	1.0	1.0	1.2	0.0	0.0	0.0	False	0.5	0.0	0.95	0.683847039937973	1.030713975429535	1.3726374953985214
32	0.0	0.7	0.8	0.0	0.0	0.0	False	1.0	1.0	0.99	0.6842650026082993	1.0307756662368774	1.372908167541027
96	0.0	0.7	1.0	0.0	0.0	0.0	False	1.0	1.0	0.99	0.6842650026082993	1.0307756662368774	1.372908167541027
160	0.0	0.7	1.2	0.0	0.0	0.0	False	1.0	1.0	0.99	0.6842650026082993	1.0307756662368774	1.372908167541027
224	0.0	1.0	0.8	0.0	0.0	0.0	False	1.0	1.0	0.99	0.6842650026082993	1.0307756662368774	1.372908167541027
288	0.0	1.0	1.0	0.0	0.0	0.0	False	1.0	1.0	0.99	0.6842650026082993	1.0307756662368774	1.372908167541027
352	0.0	1.0	1.2	0.0	0.0	0.0	False	1.0	1.0	0.99	0.6842650026082993	1.0307756662368774	1.372908167541027
416	0.5	0.7	0.8	0.0	0.0	0.0	False	1.0	1.0	0.99	0.6842650026082993	1.0307756662368774	1.372908167541027
480	0.5	0.7	1.0	0.0	0.0	0.0	False	1.0	1.0	0.99	0.6842650026082993	1.0307756662368774	1.372908167541027
544	0.5	0.7	1.2	0.0	0.0	0.0	False	1.0	1.0	0.99	0.6842650026082993	1.0307756662368774	1.372908167541027
608	0.5	1.0	0.8	0.0	0.0	0.0	False	1.0	1.0	0.99	0.6842650026082993	1.0307756662368774	1.372908167541027
672	0.5	1.0	1.0	0.0	0.0	0.0	False	1.0	1.0	0.99	0.6842650026082993	1.0307756662368774	1.372908167541027
736	0.5	1.0	1.2	0.0	0.0	0.0	False	1.0	1.0	0.99	0.6842650026082993	1.0307756662368774	1.372908167541027
800	1.0	0.7	0.8	0.0	0.0	0.0	False	1.0	1.0	0.99	0.6842650026082993	1.0307756662368774	1.372908167541027
864	1.0	0.7	1.0	0.0	0.0	0.0	False	1.0	1.0	0.99	0.6842650026082993	1.0307756662368774	1.372908167541027
928	1.0	0.7	1.2	0.0	0.0	0.0	False	1.0	1.0	0.99	0.6842650026082993	1.0307756662368774	1.372908167541027
992	1.0	1.0	0.8	0.0	0.0	0.0	False	1.0	1.0	0.99	0.6842650026082993	1.0307756662368774	1.372908167541027
1056	1.0	1.0	1.0	0.0	0.0	0.0	False	1.0	1.0	0.99	0.6842650026082993	1.0307756662368774	1.372908167541027
1120	1.0	1.0	1.2	0.0	0.0	0.0	False	1.0	1.0	0.99	0.6842650026082993	1.0307756662368774	1.372908167541027
10	0.0	0.7	0.8	0.0	0.0	0.0	False	0.5	0.5	0.9	0.6847330629825592	1.0310405045747757	1.3734070360660553
74	0.0	0.7	1.0	0.0	0.0	0.0	False	0.5	0.5	0.9	0.6847330629825592	1.0310405045747757	1.3734070360660553
138	0.0	0.7	1.2	0.0	0.0	0.0	False	0.5	0.5	0.9	0.6847330629825592	1.0310405045747757	1.3734070360660553
202	0.0	1.0	0.8	0.0	0.0	0.0	False	0.5	0.5	0.9	0.6847330629825592	1.0310405045747757	1.3734070360660553
266	0.0	1.0	1.0	0.0	0.0	0.0	False	0.5	0.5	0.9	0.6847330629825592	1.0310405045747757	1.3734070360660553
330	0.0	1.0	1.2	0.0	0.0	0.0	False	0.5	0.5	0.9	0.6847330629825592	1.0310405045747757	1.3734070360660553
394	0.5	0.7	0.8	0.0	0.0	0.0	False	0.5	0.5	0.9	0.6847330629825592	1.0310405045747757	1.3734070360660553
458	0.5	0.7	1.0	0.0	0.0	0.0	False	0.5	0.5	0.9	0.6847330629825592	1.0310405045747757	1.3734070360660553
522	0.5	0.7	1.2	0.0	0.0	0.0	False	0.5	0.5	0.9	0.6847330629825592	1.0310405045747757	1.3734070360660553
586	0.5	1.0	0.8	0.0	0.0	0.0	False	0.5	0.5	0.9	0.6847330629825592	1.0310405045747757	1.3734070360660553
650	0.5	1.0	1.0	0.0	0.0	0.0	False	0.5	0.5	0.9	0.6847330629825592	1.0310405045747757	1.3734070360660553
714	0.5	1.0	1.2	0.0	0.0	0.0	False	0.5	0.5	0.9	0.6847330629825592	1.0310405045747757	1.3734070360660553
778	1.0	0.7	0.8	0.0	0.0	0.0	False	0.5	0.5	0.9	0.6847330629825592	1.0310405045747757	1.3734070360660553
842	1.0	0.7	1.0	0.0	0.0	0.0	False	0.5	0.5	0.9	0.6847330629825592	1.0310405045747757	1.3734070360660553
906	1.0	0.7	1.2	0.0	0.0	0.0	False	0.5	0.5	0.9	0.6847330629825592	1.0310405045747757	1.3734070360660553
970	1.0	1.0	0.8	0.0	0.0	0.0	False	0.5	0.5	0.9	0.6847330629825592	1.0310405045747757	1.3734070360660553
1034	1.0	1.0	1.0	0.0	0.0	0.0	False	0.5	0.5	0.9	0.6847330629825592	1.0310405045747757	1.3734070360660553
1098	1.0	1.0	1.2	0.0	0.0	0.0	False	0.5	0.5	0.9	0.6847330629825592	1.0310405045747757	1.3734070360660553
28	0.0	0.7	0.8	0.0	0.0	0.0	False	1.0	0.5	0.99	0.6855746209621429	1.0315804779529572	1.3743677884340286
92	0.0	0.7	1.0	0.0	0.0	0.0	False	1.0	0.5	0.99	0.6855746209621429	1.0315804779529572	1.3743677884340286
156	0.0	0.7	1.2	0.0	0.0	0.0	False	1.0	0.5	0.99	0.6855746209621429	1.0315804779529572	1.3743677884340286
220	0.0	1.0	0.8	0.0	0.0	0.0	False	1.0	0.5	0.99	0.6855746209621429	1.0315804779529572	1.3743677884340286
284	0.0	1.0	1.0	0.0	0.0	0.0	False	1.0	0.5	0.99	0.6855746209621429	1.0315804779529572	1.3743677884340286
348	0.0	1.0	1.2	0.0	0.0	0.0	False	1.0	0.5	0.99	0.6855746209621429	1.0315804779529572	1.3743677884340286
412	0.5	0.7	0.8	0.0	0.0	0.0	False	1.0	0.5	0.99	0.6855746209621429	1.0315804779529572	1.3743677884340286
476	0.5	0.7	1.0	0.0	0.0	0.0	False	1.0	0.5	0.99	0.6855746209621429	1.0315804779529572	1.3743677884340286
540	0.5	0.7	1.2	0.0	0.0	0.0	False	1.0	0.5	0.99	0.6855746209621429	1.0315804779529572	1.3743677884340286
604	0.5	1.0	0.8	0.0	0.0	0.0	False	1.0	0.5	0.99	0.6855746209621429	1.0315804779529572	1.3743677884340286
668	0.5	1.0	1.0	0.0	0.0	0.0	False	1.0	0.5	0.99	0.6855746209621429	1.0315804779529572	1.3743677884340286
732	0.5	1.0	1.2	0.0	0.0	0.0	False	1.0	0.5	0.99	0.6855746209621429	1.0315804779529572	1.3743677884340286
796	1.0	0.7	0.8	0.0	0.0	0.0	False	1.0	0.5	0.99	0.6855746209621429	1.0315804779529572	1.3743677884340286
860	1.0	0.7	1.0	0.0	0.0	0.0	False	1.0	0.5	0.99	0.6855746209621429	1.0315804779529572	1.3743677884340286
924	1.0	0.7	1.2	0.0	0.0	0.0	False	1.0	0.5	0.99	0.6855746209621429	1.0315804779529572	1.3743677884340286
988	1.0	1.0	0.8	0.0	0.0	0.0	False	1.0	0.5	0.99	0.6855746209621429	1.0315804779529572	1.3743677884340286
1052	1.0	1.0	1.0	0.0	0.0	0.0	False	1.0	0.5	0.99	0.6855746209621429	1.0315804779529572	1.3743677884340286
1116	1.0	1.0	1.2	0.0	0.0	0.0	False	1.0	0.5	0.99	0.6855746209621429	1.0315804779529572	1.3743677884340286
3	0.0	0.7	0.8	0.0	0.0	0.0	False	0.5	-0.5	0.95	0.6861634999513626	1.0321246981620789	1.3752064481377602
67	0.0	0.7	1.0	0.0	0.0	0.0	False	0.5	-0.5	0.95	0.6861634999513626	1.0321246981620789	1.3752064481377602
131	0.0	0.7	1.2	0.0	0.0	0.0	False	0.5	-0.5	0.95	0.6861634999513626	1.0321246981620789	1.3752064481377602
195	0.0	1.0	0.8	0.0	0.0	0.0	False	0.5	-0.5	0.95	0.6861634999513626	1.0321246981620789	1.3752064481377602
259	0.0	1.0	1.0	0.0	0.0	0.0	False	0.5	-0.5	0.95	0.6861634999513626	1.0321246981620789	1.3752064481377602
323	0.0	1.0	1.2	0.0	0.0	0.0	False	0.5	-0.5	0.95	0.6861634999513626	1.0321246981620789	1.3752064481377602
387	0.5	0.7	0.8	0.0	0.0	0.0	False	0.5	-0.5	0.95	0.6861634999513626	1.0321246981620789	1.3752064481377602
451	0.5	0.7	1.0	0.0	0.0	0.0	False	0.5	-0.5	0.95	0.6861634999513626	1.0321246981620789	1.3752064481377602
515	0.5	0.7	1.2	0.0	0.0	0.0	False	0.5	-0.5	0.95	0.6861634999513626	1.0321246981620789	1.3752064481377602
