dataset	n_repeats	mse	mse_std	mse_dropout	mse_dropout_std	mse_biozero	mse_biozero_std	mse_non_zero	mse_non_zero_std	mse_marker	mse_marker_std	mae	mae_std	mae_dropout	mae_dropout_std	mae_biozero	mae_biozero_std	mae_non_zero	mae_non_zero_std	mae_marker	mae_marker_std	gnrmse	gnrmse_std	gnrmse_marker	gnrmse_marker_std	corr_err	corr_err_std	runtime_sec	runtime_sec_std	n_total	n_dropout	n_biozero	n_non_zero	n_marker	n_marker_genes
batch_effects_moderate_drop	3	0.23337067328263558	0.003024840433373605	0.31176892660651795	0.0027441774770503333	0.016630835568422726	0.00037587256916292834	0.20315343906362812	0.004309270643744985	0.22696773015251595	0.004284529961159709	0.3557626426391394	0.0028102968630243537	0.43856424996846144	0.0023905365934099093	0.04426014714250223	0.0017371008192565457	0.34721229372239315	0.004582978907024405	0.35074821989200206	0.0037693715401850123	1.1437591943746221	0.00835431852303416	1.0799995324339788	0.00957643567650811	0.2604468466181065	0.001173831447282092	23.236999198328704	1.1002688592045764	965000	459783	111407	393810	288000	288
batch_effects_moderate_drop_group	3	0.23352259013363277	0.0009851586391452388	0.3100687594471239	0.002594602798171164	0.016361545606519565	0.0004461971464776877	0.20950203185593982	0.0004597540647147643	0.2318368783230754	0.00035903238563672645	0.357483379823129	0.0007179270457101518	0.4379637355701031	0.0021404365649206293	0.046007314736858235	0.0008668296531436057	0.3543210008595508	0.00043760663939999074	0.3574868744111694	0.0002933219755560192	1.1526218136792394	0.0011091058536623968	1.0746606296930112	0.0007141255575100814	0.2586935235167259	0.004058470978125822	22.06340670368324	0.1040540644623228	968000	442900	110226	414874	254000	254
groups_balanced_moderate_drop	3	0.22010713402323537	0.0007925146026751904	0.28730549947553624	0.0011050354287172608	0.011608229450859134	0.00021919670236230548	0.20039924432854958	0.0011520780935851465	0.2254910153348967	0.0014365030788764336	0.3501314075798678	0.0007175646795481801	0.4253306858579864	0.0008005637376578889	0.03595527860342626	0.0007777114458823241	0.3482237781804896	0.0012614264288367068	0.35047144694023263	0.0012132770999682659	1.1728462819565664	0.0027322417355632967	1.1241769882239845	0.0029923370641826057	0.16455646262449378	0.001211239765031109	22.187806425693754	0.04990079294029424	967000	445339	104058	417603	252000	252
groups_balanced_moderate_drop_group	3	0.2249398308611604	0.0024918966412267136	0.2886187939872466	0.004260064910408393	0.015470939207447755	0.0007869335351727469	0.20623708517273967	0.002154073005822845	0.22811391133085956	0.0036621387708007944	0.3554102121700901	0.0018775726044577734	0.42738371356007504	0.003276286129016329	0.04381077800057267	0.001142108368974582	0.35385189641834963	0.0021589750619298094	0.3572519424198026	0.002655529580552581	1.1701382726706537	0.004480242513979831	1.1159347047672445	0.0051574209814129746	0.2085524309335772	0.0004844762250856846	22.213848093020108	0.011166321127047615	974000	465360	105473	403167	268000	268
groups_balanced_nodrop	3	0.15002116327633438	0.00015638739110483403	nan	nan	0.03060826005767873	0.0007320513961188114	0.16735407300854585	0.000269141311480239	0.1502943432769541	9.236557968352377e-05	0.2895424362070269	0.00010319682998517859	nan	nan	0.08005287754045495	0.0013872097988463874	0.3199500681491103	0.0002604243072343997	0.2923267984218881	2.1803816500034387e-05	0.982052744754269	0.00039429537484944767	0.9175177016152901	0.00013063972571244345	0.2230349380949106	0.004330051726055088	22.198144703987055	0.0142384512457175	995000	0	126119	868881	264000	264
groups_imbalanced_moderate_drop	3	0.22654129129791253	0.0031770821428213293	0.29374573034361157	0.005052156664107192	0.016421686680916665	0.0007890987261199081	0.20529569453430327	0.0020983580366254243	0.23222740518792087	0.00250215591425995	0.3549652012590261	0.002488566222937679	0.4311555355136996	0.0037847872189248908	0.045132982638273755	0.0012103439382633858	0.3522960390392349	0.0019572080499630482	0.3611275963793437	0.0018921839892405297	1.1811699893957603	0.006663317612117545	1.135731610165215	0.0049073667315507425	0.17542502559004758	0.0028288943751557114	22.204923967287566	0.019107853388688083	963000	472453	112927	377620	251000	251
groups_imbalanced_moderate_drop_group	3	0.21171372847128292	0.0024168026488482616	0.2849355284788309	0.004472648419022136	0.014522780737089042	0.0006872230401501556	0.1915334609833995	0.0014690027746199227	0.21133671861944728	0.003239706092970693	0.342000762902998	0.001785622711441753	0.42523951398498533	0.0034838269791673815	0.039307756600810706	0.0009590944072242761	0.33854278525500087	0.0011964639107161213	0.34215811560479903	0.002592028508028057	1.148773807057568	0.003928384374770127	1.0854936236702901	0.006662560184026182	0.19300602344974696	0.0018784437665003593	22.196668156345066	0.007608798992859384	972000	418522	110025	443453	278000	278
groups_rare_high_drop	3	0.32447535660081134	0.005493441251767422	0.39700998117697645	0.006858265490879177	0.008260188506169285	0.000299166517509166	0.27591696119875336	0.004532241079850688	0.33221444505377656	0.004537916497380238	0.4331077721454705	0.004084458291512498	0.5029742216298333	0.004679633306870572	0.031803662709170226	0.0005550325412295267	0.4237844160871391	0.004478531444127944	0.4391492950639537	0.0033979649727353656	1.384122986026237	0.010888258138072818	1.324146496651718	0.008747355450706646	0.186356549009679	0.004734590909803287	22.228239862364717	0.07535726601836296	955000	601218	98746	255036	329000	329
groups_rare_high_drop_group	3	0.3086812513665162	0.004255306563149235	0.3888750307572977	0.006295666494163474	0.007208032876832045	0.00017317286701987395	0.25037843116661634	0.0018919301598147864	0.3134468136023514	0.005406579964255859	0.4193188461038442	0.002849496135189332	0.4977109262366614	0.004048542477077464	0.026951242121505185	0.0008961149759270826	0.3966118672692172	0.0021659738765078813	0.4226754416711808	0.003634247920446567	1.3508070710469184	0.006461771126324115	1.285742513519524	0.008315820474791366	0.19657632365108632	0.004734208933549627	21.67675029133291	0.13414966627490404	946000	569844	97738	278418	334000	334
paths_branching_moderate_drop	3	0.21777043553040118	0.003021944868580337	0.2843201675478917	0.004303853181878093	0.015283727310490783	0.0006171956461557624	0.2028241101835313	0.0027905635217050856	0.22091479529964134	0.003101268851061474	0.34590017076880053	0.0023351968615960665	0.424417673717737	0.003346476918547229	0.042546903279953245	0.0011345996277236571	0.3501809402739539	0.002345737142363764	0.3486382283090685	0.002408110408485195	1.1403993979180869	0.006132479958734314	1.1126942799709105	0.006495248223789203	0.1923013485146486	0.0030133183176610898	22.160176951011334	0.01566937647513906	966000	467969	126370	371661	582000	582
