dataset	thr_drop	thr_bio	p_zero	p_nz	keep_positive	mse	mse_dropout	mse_biozero	mse_non_zero	n_total	n_dropout	n_biozero	n_non_zero	n_obs_zero	n_pred_bio
dataset_2_types_equal	0.82	0.18000000000000005	0.1	0.3	True	0.5796287059783936	1.2841283082962036	0.7864661812782288	0.007747984025627375	92300	36914	7279	48107	44193	14645
dataset_3_types_unequal	0.82	0.18000000000000005	0.1	0.3	True	0.5515023469924927	1.3139457702636719	0.9290578961372375	0.0014118053950369358	92600	33394	7662	51544	41056	14307
dataset_4_types_rare	0.82	0.18000000000000005	0.1	0.3	True	0.8096305131912231	1.389456868171692	0.5316951870918274	0.03315557539463043	93200	50349	8182	34669	58531	18461
dataset_multibatch_dropout	0.82	0.18000000000000005	0.1	0.3	True	0.6831169724464417	1.2645295858383179	0.3519556224346161	0.018385929986834526	291600	145828	36313	109459	182141	67010
