config_id	zero_iso_weight	dropout_iso_weight	constrained_zero_scale	renorm_imputed	p_bio_temp	p_bio_bias	thr_drop	p_bio_nz_scale	post_log_quantile	cell_scale_alpha	sf_dropout_alpha	proxy_calib_shrink	proxy_bio_weight	proxy_drop_weight	proxy_impute_alpha	proxy_impute_gamma	proxy_mean_mode	proxy_calib_min_points	proxy_pu_weight	bio_soft_gamma	proxy_calib_mode	impute_mode	impute_blend_alpha	avg_mse	avg_bz_mse	score
616	0.0	0.0	False	False	1.5	0.0	0.98	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	2.0	knn	20	0.0	2.0	labeled	ae	0.0	0.7477946846212239	0.13580346814902636	0.5097008104596383
617	0.0	0.0	False	False	1.5	0.0	0.98	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	2.0	knn	20	0.0	2.0	labeled	ae	0.5	0.7477946846212239	0.13580346814902636	0.5097008104596383
618	0.0	0.0	False	False	1.5	0.0	0.98	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	2.0	knn	20	0.0	2.0	labeled	ae	1.0	0.7477946846212239	0.13580346814902636	0.5097008104596383
664	0.0	0.0	False	False	1.5	0.0	0.98	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.5	2.0	knn	20	0.0	2.0	labeled	ae	0.0	0.7508286806865776	0.13534395587321948	0.5107582962165083
665	0.0	0.0	False	False	1.5	0.0	0.98	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.5	2.0	knn	20	0.0	2.0	labeled	ae	0.5	0.7508286806865776	0.13534395587321948	0.5107582962165083
666	0.0	0.0	False	False	1.5	0.0	0.98	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.5	2.0	knn	20	0.0	2.0	labeled	ae	1.0	0.7508286806865776	0.13534395587321948	0.5107582962165083
712	0.0	0.0	False	False	1.5	0.0	0.98	0.0	0.0	0.0	0.0	0.0	1.0	0.5	0.5	2.0	knn	20	0.0	2.0	labeled	ae	0.0	0.7508286806865776	0.13534395587321948	0.5107582962165083
713	0.0	0.0	False	False	1.5	0.0	0.98	0.0	0.0	0.0	0.0	0.0	1.0	0.5	0.5	2.0	knn	20	0.0	2.0	labeled	ae	0.5	0.7508286806865776	0.13534395587321948	0.5107582962165083
714	0.0	0.0	False	False	1.5	0.0	0.98	0.0	0.0	0.0	0.0	0.0	1.0	0.5	0.5	2.0	knn	20	0.0	2.0	labeled	ae	1.0	0.7508286806865776	0.13534395587321948	0.5107582962165083
613	0.0	0.0	False	False	1.5	0.0	0.98	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	2.0	knn	20	0.0	0.0	labeled	ae	0.0	0.7445542497816416	0.14066743785695102	0.5129445627477718
614	0.0	0.0	False	False	1.5	0.0	0.98	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	2.0	knn	20	0.0	0.0	labeled	ae	0.5	0.7445542497816416	0.14066743785695102	0.5129445627477718
615	0.0	0.0	False	False	1.5	0.0	0.98	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	2.0	knn	20	0.0	0.0	labeled	ae	1.0	0.7445542497816416	0.14066743785695102	0.5129445627477718
661	0.0	0.0	False	False	1.5	0.0	0.98	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.5	2.0	knn	20	0.0	0.0	labeled	ae	0.0	0.7476216456143573	0.14017705884565496	0.5139878816528336
662	0.0	0.0	False	False	1.5	0.0	0.98	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.5	2.0	knn	20	0.0	0.0	labeled	ae	0.5	0.7476216456143573	0.14017705884565496	0.5139878816528336
663	0.0	0.0	False	False	1.5	0.0	0.98	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.5	2.0	knn	20	0.0	0.0	labeled	ae	1.0	0.7476216456143573	0.14017705884565496	0.5139878816528336
709	0.0	0.0	False	False	1.5	0.0	0.98	0.0	0.0	0.0	0.0	0.0	1.0	0.5	0.5	2.0	knn	20	0.0	0.0	labeled	ae	0.0	0.7476216456143573	0.14017705884565496	0.5139878816528336
710	0.0	0.0	False	False	1.5	0.0	0.98	0.0	0.0	0.0	0.0	0.0	1.0	0.5	0.5	2.0	knn	20	0.0	0.0	labeled	ae	0.5	0.7476216456143573	0.14017705884565496	0.5139878816528336
711	0.0	0.0	False	False	1.5	0.0	0.98	0.0	0.0	0.0	0.0	0.0	1.0	0.5	0.5	2.0	knn	20	0.0	0.0	labeled	ae	1.0	0.7476216456143573	0.14017705884565496	0.5139878816528336
592	0.0	0.0	False	False	1.5	0.0	0.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	2.0	knn	20	0.0	2.0	labeled	ae	0.0	0.8514601250420848	0.08894690362136053	0.5146769661424029
593	0.0	0.0	False	False	1.5	0.0	0.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	2.0	knn	20	0.0	2.0	labeled	ae	0.5	0.8514601250420848	0.08894690362136053	0.5146769661424029
