dataset	rmse	rmse_dropout	rmse_biozero	rmse_non_zero	n_total	n_dropout	n_biozero	n_non_zero
dataset_2_types_equal	2.1230859756469727	2.1788628101348877	0.07605420798063278	2.2370784282684326	92300	36914	7279	48107
dataset_3_types_unequal	2.1470768451690674	2.223529815673828	0.05797617509961128	2.253490686416626	92600	33394	7662	51544
dataset_4_types_rare	2.1901683807373047	2.37625789642334	0.05664289742708206	2.166577100753784	93200	50349	8182	34669
dataset_multibatch_dropout	2.105111837387085	2.318737030029297	0.04751262441277504	2.154494524002075	291600	145828	36313	109459
AVG	2.1413607597351074		0.05954647623002529					
