dataset	rmse	rmse_dropout	rmse_biozero	rmse_non_zero	n_total	n_dropout	n_biozero	n_non_zero
dataset_2_types_equal	1.4485142230987549	1.753580093383789	0.48914119601249695	1.2766749858856201	92300	36914	7279	48107
dataset_3_types_unequal	1.4238141775131226	1.7274680137634277	0.49502477049827576	1.2931435108184814	92600	33394	7662	51544
dataset_4_types_rare	1.5270291566848755	1.8067240715026855	0.47737041115760803	1.2141672372817993	93200	50349	8182	34669
dataset_multibatch_dropout	1.485074758529663	1.8090240955352783	0.3819220960140228	1.211209774017334	291600	145828	36313	109459
AVG	1.471108078956604		0.4608646184206009					
