config_id	proxy_mix	proxy_drop_gamma	proxy_drop_scale	calib_shrink	avg_rmse	avg_bz_rmse	score
53	0.5	1.3	1.2	0.3	0.930872231721878	0.778932973742485	1.244369089603424
21	0.0	1.3	0.8	0.6	1.6146281063556671	0.439740389585495	1.2470544427633286
65	1.0	1.0	0.8	0.3	0.919919803738594	0.7898711115121841	1.2498310133814812
45	0.5	1.0	1.2	0.6	1.436067134141922	0.5322810858488083	1.2503146529197693
42	0.5	1.0	1.0	0.6	1.4706721305847168	0.5151750147342682	1.2505110800266266
39	0.5	1.0	0.8	0.6	1.5108202397823334	0.495592936873436	1.2510030567646027
59	1.0	0.7	1.0	0.3	0.875520184636116	0.8138139992952347	1.2515740916132927
74	1.0	1.3	0.8	0.3	0.9411066025495529	0.7847774922847748	1.2553307935595512
68	1.0	1.0	1.0	0.3	0.9001863598823547	0.8064564913511276	1.256549671292305
57	1.0	0.7	0.8	0.6	1.4100889563560486	0.5517536625266075	1.2567981407046318
62	1.0	0.7	1.2	0.3	0.8601614236831665	0.8282391577959061	1.2583198696374893
77	1.0	1.3	1.0	0.3	0.9227882325649261	0.8000182807445526	1.2614123970270157
60	1.0	0.7	1.0	0.6	1.3654485046863556	0.5797464698553085	1.2624707221984863
71	1.0	1.0	1.2	0.3	0.884328231215477	0.8212362676858902	1.2634003832936287
51	0.5	1.3	1.0	0.6	1.5156669914722443	0.5078757926821709	1.265709288418293
48	0.5	1.3	0.8	0.6	1.5526022613048553	0.4895375296473503	1.265838660299778
63	1.0	0.7	1.2	0.6	1.3298157453536987	0.601251445710659	1.2661593183875084
54	0.5	1.3	1.2	0.6	1.483279973268509	0.5246351659297943	1.2662751525640488
80	1.0	1.3	1.2	0.3	0.9074920266866684	0.8141379952430725	1.2678840085864067
66	1.0	1.0	0.8	0.6	1.4589234292507172	0.542383074760437	1.2718447893857956
69	1.0	1.0	1.0	0.6	1.4158947169780731	0.5686842054128647	1.2766315639019012
72	1.0	1.0	1.2	0.6	1.3801202476024628	0.5913551226258278	1.2814152464270592
75	1.0	1.3	0.8	0.6	1.5041281282901764	0.5338455960154533	1.2859096601605415
78	1.0	1.3	1.0	0.6	1.4636954069137573	0.5586031675338745	1.2904508709907532
81	1.0	1.3	1.2	0.6	1.4292887151241302	0.5807798281311989	1.295424185693264
7	0.0	0.7	1.2	0.0	0.6432938873767853	1.0250584334135056	1.3467053771018982
4	0.0	0.7	1.0	0.0	0.6491432040929794	1.0250767469406128	1.3496483489871025
16	0.0	1.0	1.2	0.0	0.651941329240799	1.0250469744205475	1.351017639040947
1	0.0	0.7	0.8	0.0	0.654886856675148	1.0254691690206528	1.3529125973582268
13	0.0	1.0	1.0	0.0	0.6562066376209259	1.025243267416954	1.353346586227417
25	0.0	1.3	1.2	0.0	0.657804399728775	1.0251649022102356	1.354067102074623
28	0.5	0.7	0.8	0.0	0.6452237963676453	1.0322557538747787	1.3548676520586014
10	0.0	1.0	0.8	0.0	0.6603845357894897	1.0257305055856705	1.3559227734804153
22	0.0	1.3	1.0	0.0	0.660989373922348	1.0254716128110886	1.3559662997722626
31	0.5	0.7	1.0	0.0	0.6378819793462753	1.037484347820282	1.3564253374934196
37	0.5	1.0	0.8	0.0	0.6525828838348389	1.031299501657486	1.3575909435749054
34	0.5	0.7	1.2	0.0	0.6310314834117889	1.0424350649118423	1.3579508066177368
19	0.0	1.3	0.8	0.0	0.664125919342041	1.0260064601898193	1.3580694198608398
40	0.5	1.0	1.0	0.0	0.647058367729187	1.0356584638357162	1.3591876477003098
46	0.5	1.3	0.8	0.0	0.6577174812555313	1.030612364411354	1.3594711050391197
49	0.5	1.3	1.0	0.0	0.653511643409729	1.0343199521303177	1.3610757738351822
43	0.5	1.0	1.2	0.0	0.641733318567276	1.040221944451332	1.36108860373497
52	0.5	1.3	1.2	0.0	0.6494390368461609	1.0383715480566025	1.363091066479683
55	1.0	0.7	0.8	0.0	0.6384904235601425	1.04647296667099	1.3657181784510612
64	1.0	1.0	0.8	0.0	0.6469727456569672	1.0436372011899948	1.3671235740184784
73	1.0	1.3	0.8	0.0	0.653126135468483	1.041469231247902	1.3680322989821434
58	1.0	0.7	1.0	0.0	0.6324694454669952	1.0565539002418518	1.3727886229753494
67	1.0	1.0	1.0	0.0	0.6416886448860168	1.0522334575653076	1.373077780008316
76	1.0	1.3	1.0	0.0	0.6487823724746704	1.0488264113664627	1.373217597603798
79	1.0	1.3	1.2	0.0	0.6454708874225616	1.0563859939575195	1.3791214376688004
70	1.0	1.0	1.2	0.0	0.6381407231092453	1.0606279075145721	1.3796982690691948
61	1.0	0.7	1.2	0.0	0.6295481026172638	1.0652808398008347	1.3800548911094666
