config_id	proxy_mix	proxy_drop_gamma	proxy_drop_scale	calib_shrink	avg_rmse	avg_bz_rmse	score
9	0.0	0.7	1.2	0.6	1.471108078956604	0.4608646184206009	1.196418657898903
8	0.0	0.7	1.2	0.3	0.9227573722600937	0.741949200630188	1.2033278867602348
6	0.0	0.7	1.0	0.6	1.5022145509719849	0.4537779241800308	1.2048851996660233
5	0.0	0.7	1.0	0.3	0.9382099658250809	0.7386532425880432	1.2077582255005836
2	0.0	0.7	0.8	0.3	0.9555559158325195	0.7350039184093475	1.2127818763256073
17	0.0	1.0	1.2	0.3	0.945359081029892	0.7401745617389679	1.2128541022539139
3	0.0	0.7	0.8	0.6	1.5380691289901733	0.44562745094299316	1.2146620154380798
18	0.0	1.0	1.2	0.6	1.516429752111435	0.4569906145334244	1.2152054905891418
14	0.0	1.0	1.0	0.3	0.9592622816562653	0.7369595915079117	1.2165907323360443
11	0.0	1.0	0.8	0.3	0.9746884554624557	0.7336801439523697	1.2210243716835976
26	0.0	1.3	1.2	0.3	0.9652822464704514	0.7384593784809113	1.221100501716137
15	0.0	1.0	1.0	0.6	1.545580804347992	0.44994571805000305	1.222736120223999
23	0.0	1.3	1.0	0.3	0.9776513129472733	0.7354782521724701	1.2243039086461067
29	0.5	0.7	0.8	0.3	0.9213359206914902	0.7653308212757111	1.2259987816214561
32	0.5	0.7	1.0	0.3	0.9005715399980545	0.7778023928403854	1.2280881628394127
20	0.0	1.3	0.8	0.3	0.9912526309490204	0.7325127720832825	1.2281390875577927
35	0.5	0.7	1.2	0.3	0.8828639388084412	0.7879162132740021	1.2293481826782227
12	0.0	1.0	0.8	0.6	1.5785041749477386	0.44251302629709244	1.2317651137709618
27	0.0	1.3	1.2	0.6	1.5584722459316254	0.45315779745578766	1.2323939204216003
36	0.5	0.7	1.2	0.6	1.386360228061676	0.5394988283514977	1.2326789423823357
38	0.5	1.0	0.8	0.3	0.9434644281864166	0.7617318332195282	1.2334640473127365
33	0.5	0.7	1.0	0.6	1.4221818149089813	0.5232037082314491	1.2342946156859398
30	0.5	0.7	0.8	0.6	1.4649291932582855	0.5022512301802635	1.2347158268094063
41	0.5	1.0	1.0	0.3	0.9245978444814682	0.7731299102306366	1.2354288324713707
44	0.5	1.0	1.2	0.3	0.9081089496612549	0.7834380865097046	1.237492561340332
24	0.0	1.3	1.0	0.6	1.585054099559784	0.44653135538101196	1.239058405160904
47	0.5	1.3	0.8	0.3	0.9628834426403046	0.7585396319627762	1.2399813532829285
50	0.5	1.3	1.0	0.3	0.9458988904953003	0.7690347731113434	1.2419842183589935
56	1.0	0.7	0.8	0.3	0.8961679339408875	0.7956854552030563	1.2437694221735
