dataset	mse	mse_std	mse_dropout	mse_dropout_std	mse_biozero	mse_biozero_std	mse_non_zero	mse_non_zero_std	runtime_sec	runtime_sec_std	n_repeats	n_total	n_dropout	n_biozero	n_non_zero	error
dataset_2_types_equal	0.7445770502090454	0.010246594589072264	1.457435631752014	0.021473588216817534	0.15397964268922806	0.0034549944251716616	0.0	0.0	167.77990650479333	3.945622550622413	10	10950000	5432695	1528220	3989085	
dataset_3_types_unequal	0.6419595122337342	0.0071319444020503334	1.291941475868225	0.015604278527785067	0.17410755157470703	0.0028857444136336646	0.0	0.0	167.15902947188587	1.8033226027001596	10	10940000	5229749	1530688	4179563	
dataset_4_types_rare	0.6864187002182007	0.010527369203227938	1.33005393743515	0.021890249793140547	0.1781173437833786	0.004334423791739903	0.0	0.0	165.30369545359864	1.1804972275207013	10	10960000	5449791	1541869	3968340	
dataset_multibatch_dropout	0.6126157462596893	0.007618051280508421	1.2376400589942933	0.016821779530482	0.1699901983141899	0.003085357864893713	0.0	0.0	167.66036163209355	1.3796905806543642	10	10970000	5215158	1564255	4190587	
