dataset	rmse	rmse_dropout	rmse_biozero	rmse_non_zero	n_total	n_dropout	n_biozero	n_non_zero
dataset_2_types_equal	2.2975013256073	2.610377311706543	0.13392074406147003	2.212736129760742	92300	36914	7279	48107
dataset_3_types_unequal	2.24748158454895	2.5189435482025146	0.14609406888484955	2.22723388671875	92600	33394	7662	51544
dataset_4_types_rare	2.4308857917785645	2.785388469696045	0.0985783264040947	2.14848256111145	93200	50349	8182	34669
dataset_multibatch_dropout	2.362534284591675	2.7780988216400146	0.07417157292366028	2.1413466930389404	291600	145828	36313	109459
AVG	2.3346007466316223		0.11319117806851864					
