transform	mse	mse_dropout	mse_biozero	mae	gnrmse	ari_grid_mean	nmi_grid_mean	ari_matched_mean	nmi_matched_mean
raw	0.30477575265840595	0.4414604291595385	0.0070172688839788425	0.4088957664625618	1.289509414572708	0.5376194672317592	0.6428026336672045	0.6991952588452992	0.7340562746430419
