config_id	proxy_mix	proxy_drop_gamma	proxy_drop_scale	avg_rmse	avg_bz_rmse	score
3	0.0	0.7	1.2	2.338708519935608	0.11737998202443123	1.2867342419922352
2	0.0	0.7	1.0	2.384160041809082	0.10254985466599464	1.2946298755705357
1	0.0	0.7	0.8	2.4379878640174866	0.085178486071527	1.3041724180802703
6	0.0	1.0	1.2	2.4043654203414917	0.10918287746608257	1.3113655876368284
5	0.0	1.0	1.0	2.4487245678901672	0.0942072905600071	1.3185695745050907
12	0.5	0.7	1.2	2.220888376235962	0.2128717601299286	1.3233159482479095
4	0.0	1.0	0.8	2.4997759461402893	0.07784334290772676	1.3277313159778714
11	0.5	0.7	1.0	2.2695751190185547	0.19307010620832443	1.3278576657176018
10	0.5	0.7	0.8	2.3295589089393616	0.16834957152605057	1.3331290259957314
9	0.0	1.3	1.2	2.468434453010559	0.1007583886384964	1.334975615143776
21	1.0	0.7	1.2	2.1481969952583313	0.2642800062894821	1.3383785039186478
8	0.0	1.3	1.0	2.5099029541015625	0.08641008660197258	1.3413615636527538
20	1.0	0.7	1.0	2.1946981549263	0.2448589690029621	1.3422080464661121
19	1.0	0.7	0.8	2.254198729991913	0.21913467347621918	1.3462340384721756
15	0.5	1.0	1.2	2.289332628250122	0.20317228138446808	1.3478385955095291
7	0.0	1.3	0.8	2.556672751903534	0.07110222615301609	1.349438602104783
14	0.5	1.0	1.0	2.338482081890106	0.18258965015411377	1.3518306910991669
13	0.5	1.0	0.8	2.3971714973449707	0.15860971808433533	1.3571954667568207
24	1.0	1.0	1.2	2.2153552174568176	0.2546367235481739	1.3623143322765827
23	1.0	1.0	1.0	2.2637717723846436	0.23392711952328682	1.3658130057156086
22	1.0	1.0	0.8	2.323672592639923	0.20828673988580704	1.3701230362057686
18	0.5	1.3	1.2	2.3582258224487305	0.19246819242835045	1.3715811036527157
17	0.5	1.3	1.0	2.405634582042694	0.17236949130892754	1.3751867823302746
16	0.5	1.3	0.8	2.4610801935195923	0.14924305863678455	1.3797831553965807
27	1.0	1.3	1.2	2.2847527861595154	0.24359633028507233	1.38597272336483
26	1.0	1.3	1.0	2.3328001499176025	0.22283408790826797	1.3892341628670692
25	1.0	1.3	0.8	2.390824019908905	0.19762426242232323	1.3930362723767757
