dataset	mse	mse_std	mse_dropout	mse_dropout_std	mse_biozero	mse_biozero_std	mse_non_zero	mse_non_zero_std	runtime_sec	runtime_sec_std	n_repeats	n_total	n_dropout	n_biozero	n_non_zero	error
dataset_2_types_equal	5.08229238394687	0	9.94132897215657	0	0.00915361815719226	0	0	0	5.9843	0.742893898510713	10	1066000	544846	134412	386742	NA
dataset_3_types_unequal	1.53821160501015	0.0045474218783488	4.11926037992202	0.0127939457924272	0.0428129125580427	0.00222469745390388	0	0	11.5655	1.51358964422697	10	1070000	398112	139197	532691	NA
dataset_4_types_rare	7.13517429205678	0.0181812989393059	12.2245200523855	0.031063009684234	0.0157170328083878	0.00100788449704081	0	0	16.0157	1.12635361035314	10	1060000	618530	130582	310888	NA
dataset_multibatch_dropout	3.59536826829913	0.0200992182208932	7.91544394140317	0.0439264013662577	0.0193657875810231	0.00174902101775661	0	0	12.1799	1.76956438142273	10	1072000	486580	141387	444033	NA
