dataset	ASW	ASW_std	ARI	ARI_std	NMI	NMI_std	PS	PS_std	runtime_sec	runtime_sec_std	n_repeats	n_cells	n_genes	label_source	error
blakeley_top1000markers	0.6483333333333333	0.00560475988186229	1.0	0.0	1.0	0.0	1.0	0.0	6.484866539637248	8.586627693200887	3	30	935	cell_type1	
darmanis_top1000markers	0.5546333333333333	0.027472956399582	0.8852000000000001	0.06869999999999998	0.8778999999999999	0.03235382512161432	0.9349333333333334	0.028403755620222716	3.2906481424967446	0.02054800019452501	3	420	1000	cell_type1	
deng_top1000markers	0.6696	0.015723867208800757	0.9175333333333334	0.0023094010767585054	0.8952333333333332	0.0019629909152447038	0.9452666666666666	0.0021939310229205926	3.095949729283651	0.011139281548209512	3	268	1000	cell_type1	
pollen_top1000markers	0.3514	0.2246825983470905	0.621	0.11023266303596223	0.8108000000000001	0.05629378296046554	0.7803666666666667	0.08928081167492449	3.127824306488037	0.012411073784478404	3	299	1000	cell_type1	
usoskin_top1000markers	0.4203666666666666	0.006909655080634136	0.9590333333333333	0.0031342197327777284	0.9311666666666666	0.0035795716689756858	0.9785666666666667	0.002444040370643124	4.786160945892334	0.04312268556319671	3	622	1000	cell_type1	
