transform	mse	mse_dropout	mse_biozero	mae	gnrmse	ari_grid_mean	nmi_grid_mean	ari_matched_mean	nmi_matched_mean
raw	0.1664025174622083	0.1836315802593469	0.09725135801589853	0.31140963788134374	1.0290836511972985	0.8146973824005745	0.8729470008529093	0.9886216205648027	0.9775688955316265
