seed	n_pcs	n_neighbors	resolution	n_clusters	ari	nmi	batch_ari	batch_nmi	batch_silhouette	cluster_runtime_sec	dataset	transform	cluster_seed
42	20	10	0.2	3	0.9874367911749848	0.9749918655214634				0.2152883259113878	groups_balanced_moderate_drop	raw	42
42	20	10	0.5	4	0.9510500969051618	0.93670759615862				0.23283459804952145	groups_balanced_moderate_drop	raw	42
42	20	10	1.0	13	0.3316669320864593	0.6013198756410773				0.21957296784967184	groups_balanced_moderate_drop	raw	42
42	20	15	0.2	3	0.9886216205648027	0.9775688955316265				0.3265960500575602	groups_balanced_moderate_drop	raw	42
42	20	15	0.5	3	0.9886216205648027	0.9775688955316265				0.2767523748334497	groups_balanced_moderate_drop	raw	42
42	20	15	1.0	10	0.45090953570353626	0.664729364333971				0.2682589420583099	groups_balanced_moderate_drop	raw	42
42	20	30	0.2	3	0.9868515790524761	0.9752126329694382				0.4655918830540031	groups_balanced_moderate_drop	raw	42
42	20	30	0.5	3	0.9868515790524761	0.9752126329694382				0.5164552358910441	groups_balanced_moderate_drop	raw	42
42	20	30	1.0	7	0.6372084078132267	0.7454154131572522				0.5203084440436214	groups_balanced_moderate_drop	raw	42
42	50	10	0.2	3	0.989226053062391	0.9786937593237114				0.2529657350387424	groups_balanced_moderate_drop	raw	42
42	50	10	0.5	3	0.989226053062391	0.9786937593237114				0.2607814760413021	groups_balanced_moderate_drop	raw	42
42	50	10	1.0	12	0.3693691725512614	0.617548705990567				0.21353019797243178	groups_balanced_moderate_drop	raw	42
42	50	15	0.2	3	0.9904201056732814	0.9807842739658396				0.38414213503710926	groups_balanced_moderate_drop	raw	42
42	50	15	0.5	3	0.9904201056732814	0.9807842739658396				0.2753988809417933	groups_balanced_moderate_drop	raw	42
42	50	15	1.0	10	0.4690197909584003	0.6698956296972747				0.26973729813471437	groups_balanced_moderate_drop	raw	42
42	50	30	0.2	3	0.9856574811442776	0.9740001889132421				0.5065909838303924	groups_balanced_moderate_drop	raw	42
42	50	30	0.5	3	0.9856574811442776	0.9740001889132421				0.5406389150302857	groups_balanced_moderate_drop	raw	42
42	50	30	1.0	7	0.5863384770228519	0.729918063444427				0.5047069659922272	groups_balanced_moderate_drop	raw	42
