dataset	rmse	rmse_dropout	rmse_biozero	rmse_non_zero	n_total	n_dropout	n_biozero	n_non_zero
dataset_2_types_equal	0.6317492723464966	0.9408715963363647	0.6485442519187927	0.15109336376190186	92300	36914	7279	48107
dataset_3_types_unequal	0.5772975087165833	0.8966442942619324	0.61436927318573	0.1474866420030594	92600	33394	7662	51544
dataset_4_types_rare	0.9093225002288818	1.2015680074691772	0.6354543566703796	0.17551258206367493	93200	50349	8182	34669
dataset_multibatch_dropout	0.6717696785926819	0.9307587146759033	0.27015650272369385	0.15438269078731537	291600	145828	36313	109459
AVG	0.6975347399711609		0.542131096124649					
