dataset	rmse	rmse_dropout	rmse_biozero	rmse_non_zero	n_total	n_dropout	n_biozero	n_non_zero
dataset_2_types_equal	1.9386881283426327	1.7901612147594572	0.1880477957643866	2.178722208788667	92300	36914	7279	48107
dataset_3_types_unequal	1.9990853839644018	1.89731243812418	0.1928677428546482	2.2004047173058963	92600	33394	7662	51544
dataset_4_types_rare	1.9190533249602324	1.958019741550176	0.1365365043716598	2.0804103768629596	93200	50349	8182	34669
dataset_multibatch_dropout	1.8441498571705508	1.8863383026999303	0.08817736653444723	2.0777096536029775	291600	145828	36313	109459
AVG	1.9252441736094545		0.15140735238128544					
