transform	mse	mse_dropout	mse_biozero	mae	gnrmse	ari_grid_mean	nmi_grid_mean	ari_matched_mean	nmi_matched_mean
raw	0.228258016508418	0.31217340589859904	0.01761132799107618	0.3533320929049181	1.1772334778181757	0.5612655530611698	0.6756270507694513	0.7163571681997009	0.7619737582298368
